"term","estimate","std.error","statistic","p.value","Response","BHand","Pitch","PHand"
"pfx_total",0.0158195102474859,0.00984083080364776,1.60753807916522,0.107936383109823,"benefit","R","FF","R"
"zone1",-0.449308222637705,0.118535026057868,-3.79051017729017,0.00015033817217774,"benefit","R","FF","R"
"zone2",-0.442834815038319,0.0919591289025237,-4.81556122076495,0.00000146786750768,"benefit","R","FF","R"
"zone3",-0.159311683397993,0.111296699637328,-1.43141426400896,0.152311522742418,"benefit","R","FF","R"
"zone4",-0.314695933201458,0.10087838018584,-3.1195577548105,0.00181122749398541,"benefit","R","FF","R"
"zone6",0.18408128579845,0.0936597320878209,1.96542614093584,0.0493649363860178,"benefit","R","FF","R"
"zone7",0.39794627978813,0.142571468275886,2.79120559394167,0.0052512105222457,"benefit","R","FF","R"
"zone8",0.408738309709115,0.107603533345313,3.79855843950239,0.00014554011552114,"benefit","R","FF","R"
"zone9",0.779624862280471,0.122708615090097,6.35346476454029,0.00000000021051842,"benefit","R","FF","R"
"zone11",-0.613176124946653,0.131421594565228,-4.66571819475466,0.00000307540950729,"benefit","R","FF","R"
"zone12",-0.753470674467121,0.12404681316645,-6.07408328544556,0.00000000124698,"benefit","R","FF","R"
"zone13",-0.684822369407708,0.153189831168732,-4.47041663394358,0.00000780673697286,"benefit","R","FF","R"
"zone14",-0.714569886067178,0.132311131122566,-5.40067853705551,0.00000006638930044,"benefit","R","FF","R"
"dist_x",0.155754773724498,0.0372112304603406,4.18569264702224,0.00002842978267097,"benefit","R","FF","R"
"dist_z",0.406550284751858,0.044041096077891,9.23115728166334,0,"benefit","R","FF","R"
"dist_prop",1.88590847081445,0.193511776994291,9.74570385382844,0,"benefit","R","FF","R"
"I(dist_x^2)",-1.47375127994914,0.0712307746198931,-20.689811220129,0,"benefit","R","FF","R"
"I(dist_z^2)",-1.7331893321455,0.0739774118140704,-23.4286289509773,0,"benefit","R","FF","R"
"pred",8.28895018023641,0.646009711447023,12.8309993384924,0,"benefit","R","FF","R"
"(Intercept)",-16.1573752905053,0.802737691447346,-20.1278393460924,0,"whiff","L","FF","R"
"pitch_speed",0.0959510150848983,0.0085837709565171,11.1781891165268,0,"whiff","L","FF","R"
"pfx_total",0.0649416603947051,0.00750291543919917,8.65552343232016,0,"whiff","L","FF","R"
"zone1",0.0261932502501133,0.148456416582731,0.176437306335738,0.859950398143418,"whiff","L","FF","R"
"zone2",-0.198003927504993,0.123503116430275,-1.60323021173945,0.108883837694013,"whiff","L","FF","R"
"zone3",-0.0114695550302462,0.157365667673365,-0.0728847352781733,0.941897841117419,"whiff","L","FF","R"
"zone4",0.0725730052425671,0.126954289310944,0.571646737077286,0.56756132545464,"whiff","L","FF","R"
"zone6",-0.362815480179208,0.150834648938666,-2.40538551806316,0.016155412878337,"whiff","L","FF","R"
"zone7",-0.194330551215079,0.224258396024015,-0.866547494588648,0.386189992647267,"whiff","L","FF","R"
"zone8",0.0477418570215677,0.180634461192685,0.264300935194424,0.791548039712719,"whiff","L","FF","R"
"zone9",-0.0272296568533408,0.245375034828691,-0.110971586299932,0.911638878386458,"whiff","L","FF","R"
"zone11",0.00368808782561939,0.17198856148617,0.0214437971557542,0.9828916365093,"whiff","L","FF","R"
"zone12",0.262877670297573,0.178059520468006,1.47634717653195,0.139850715520311,"whiff","L","FF","R"
"zone13",0.201749485364735,0.236415846985564,0.853367013832427,0.393455808043502,"whiff","L","FF","R"
"zone14",0.981006294056682,0.264934991889327,3.70281889553678,0.00021321709327307,"whiff","L","FF","R"
"dist_x",0.32122068875366,0.0612878993484941,5.241176352401,0.00000015955613368,"whiff","L","FF","R"
"dist_z",1.15531124719293,0.101040574093815,11.4341318579626,0,"whiff","L","FF","R"
"dist_prop",1.39858767476759,0.253585336491456,5.51525452582592,0.00000003482755473,"whiff","L","FF","R"
"I(dist_x^2)",-1.23955963223183,0.092912629492603,-13.3411317600317,0,"whiff","L","FF","R"
"I(dist_z^2)",-1.16323876266602,0.0879034571349923,-13.2331400900382,0,"whiff","L","FF","R"
"release_spin_rate",0.00072421004699724,0.00013442135177037,5.3876116960523,0.0000000714001031,"whiff","L","FF","R"
"pred",16.3267769461551,0.610022545494945,26.7642189075295,0,"whiff","L","FF","R"
"(Intercept)",0.930992786557875,1.84727201561524,0.503982509715984,0.614273667777866,"barrel","L","FF","R"
"pitch_speed",-0.070233054313647,0.0203283024565227,-3.45493946008814,0.00055041639874328,"barrel","L","FF","R"
"pfx_x",-0.0661802308055473,0.0140043232213747,-4.72570003986605,0.00000229323954806,"barrel","L","FF","R"
"pfx_total",-0.0296891030854242,0.0177876773848364,-1.6690826150655,0.0951010081605929,"barrel","L","FF","R"
"zone1",0.589928828322552,0.249807137481961,2.36153712127281,0.0181993497745988,"barrel","L","FF","R"
"zone2",0.0572776578439949,0.167659291224379,0.341631277489656,0.732628395894062,"barrel","L","FF","R"
"zone3",-0.196467876247704,0.26286012370555,-0.747423661976905,0.454807866737764,"barrel","L","FF","R"
"zone4",-0.0604593998714803,0.236915540872123,-0.255193895887623,0.798573345407209,"barrel","L","FF","R"
"zone6",-0.169795659975031,0.211390395198405,-0.803232615255132,0.42184029744599,"barrel","L","FF","R"
"zone7",0.0289636832954412,0.325955953386799,0.0888576600442427,0.929195032782526,"barrel","L","FF","R"
"zone8",0.225356359743925,0.183393930912786,1.22881034624365,0.21914292147978,"barrel","L","FF","R"
"zone9",0.0528391700616557,0.272326027596417,0.194029085387176,0.846153107807952,"barrel","L","FF","R"
"zone11",-0.0324935440188173,0.453095328706923,-0.0717145862252648,0.942829047923098,"barrel","L","FF","R"
"zone12",-0.23772321622563,0.427527973192625,-0.556041314561006,0.578182611814027,"barrel","L","FF","R"
"zone13",-13.3323475520537,223.4222886108,-0.0596733102814043,0.952415829152664,"barrel","L","FF","R"
"zone14",-0.0471682327436934,0.485718107016321,-0.0971103034091923,0.922638798599808,"barrel","L","FF","R"
"dist_x",-0.504609665681644,0.189036538613756,-2.66937635116496,0.00759922475060698,"barrel","L","FF","R"
"I(dist_x^2)",-1.0787183309649,0.156101747870013,-6.9103539562104,0.00000000000483445,"barrel","L","FF","R"
"I(dist_z^2)",-1.11656676498351,0.163717751692555,-6.8200714549288,0.00000000000909952,"barrel","L","FF","R"
"release_spin_rate",0.00050725260498299,0.0003062812039028,1.65616628940755,0.0976881479654574,"barrel","L","FF","R"
"pred",85.4624320760313,5.2425061770079,16.3018276355772,0,"barrel","L","FF","R"
"(Intercept)",0.558905656075291,0.600048284665759,0.93143447012204,0.351628867116517,"benefit","L","FF","R"
"pitch_speed",-0.0448154565587257,0.00575976128358686,-7.78078367352354,0.0000000000000072,"benefit","L","FF","R"
"pfx_total",0.0330470188621026,0.00479391023592601,6.89354143814484,0.00000000000544202,"benefit","L","FF","R"
"zone1",-0.261782016360705,0.10711387785658,-2.44395984534533,0.0145270433050505,"benefit","L","FF","R"
"zone2",-0.454002170949802,0.0900965978980617,-5.03906009262942,0.00000046782359355,"benefit","L","FF","R"
"zone3",-0.318889000697061,0.109073246180878,-2.92362253680651,0.00345984017036179,"benefit","L","FF","R"
"zone4",0.215939966177224,0.0920629954069773,2.34556745870185,0.0189981403493365,"benefit","L","FF","R"
"zone6",-0.103288609457569,0.0909795302525371,-1.1352950402235,0.256251719631302,"benefit","L","FF","R"
"zone7",1.08745040860786,0.13068728122502,8.32101179559674,0.00000000000000008,"benefit","L","FF","R"
"zone8",0.528211679600556,0.104917770285153,5.03453016743442,0.00000047902223953,"benefit","L","FF","R"
"zone9",0.46485792953703,0.122300536781809,3.80094758182757,0.00014414379567657,"benefit","L","FF","R"
"zone11",-0.796423754440426,0.117746177688607,-6.76390325422415,0.00000000001343227,"benefit","L","FF","R"
"zone12",-0.699480798771101,0.119604906956504,-5.84826171910721,0.00000000496736562,"benefit","L","FF","R"
"zone13",-0.468356477275327,0.129229514906248,-3.62422220353537,0.00028983235100429,"benefit","L","FF","R"
"zone14",-0.795640201022631,0.133460283948133,-5.96162526772265,0.00000000249741352,"benefit","L","FF","R"
"dist_z",0.446914560536837,0.0443222074279542,10.0833100712165,0,"benefit","L","FF","R"
"dist_prop",1.78715926676108,0.18847712064659,9.48210191576594,0,"benefit","L","FF","R"
"I(dist_x^2)",-1.55837769432417,0.0701924954470255,-22.2014858483025,0,"benefit","L","FF","R"
"I(dist_z^2)",-1.66401303786271,0.0718389888811563,-23.1630910147622,0,"benefit","L","FF","R"
"release_spin_rate",0.00036543632098032,0.0000877194653376,4.16596612364058,0.00003100367426394,"benefit","L","FF","R"
"pred",6.02004530787731,0.489841304790772,12.2897870167333,0,"benefit","L","FF","R"
"(Intercept)",-6.75645669319816,0.297132917098843,-22.7388360709648,0,"whiff","R","SL","R"
"pfx_x",0.0315009242278339,0.0104939018411146,3.00183141645319,0.00268360746494436,"whiff","R","SL","R"
"pfx_z",0.031114457727801,0.00684932265515174,4.54270579652108,0.00000555367349823,"whiff","R","SL","R"
"pfx_total",-0.0435320433086337,0.0113342618602877,-3.84074797681872,0.00012265999448351,"whiff","R","SL","R"
"zone1",0.241662825967355,0.287577767008268,0.840339044570182,0.400718315497997,"whiff","R","SL","R"
"zone2",0.537231125645873,0.198108664546661,2.71180024798631,0.00669189056353275,"whiff","R","SL","R"
"zone3",-0.281367124975015,0.228786593630314,-1.22982348095826,0.218763213260648,"whiff","R","SL","R"
"zone4",-1.08329526739429,0.283306720062492,-3.82375422353319,0.00013143493663344,"whiff","R","SL","R"
"zone6",-0.59790329115257,0.158981929966893,-3.76082546788229,0.00016935356644916,"whiff","R","SL","R"
"zone7",-0.684534315877764,0.26168468848418,-2.61587454674157,0.00889992506556172,"whiff","R","SL","R"
"zone8",-0.189093330965064,0.156194876452446,-1.21062441521655,0.2260393825949,"whiff","R","SL","R"
"zone9",-0.28031719710365,0.17186479981907,-1.63103321563667,0.102883311023327,"whiff","R","SL","R"
"zone11",0.779100739236838,0.347940426907818,2.23917854605395,0.0251443011870049,"whiff","R","SL","R"
"zone12",-0.646161571671425,0.239273311601899,-2.70051669091497,0.00692318630997383,"whiff","R","SL","R"
"zone13",-0.246421374627765,0.245502191997496,-1.00374409133699,0.315501978866877,"whiff","R","SL","R"
"zone14",-0.105610043012908,0.204163650313953,-0.517281322363242,0.604959790396606,"whiff","R","SL","R"
"dist_x",-0.456169816389567,0.0912269670804551,-5.00038345007415,0.00000057216407066,"whiff","R","SL","R"
"dist_z",-0.731349240593208,0.0946927337067432,-7.72339346393933,0.00000000000001132,"whiff","R","SL","R"
"dist_prop",2.06530616743849,0.22862608987287,9.03355416954786,0,"whiff","R","SL","R"
"I(dist_x^2)",-0.833720201059167,0.0573774062423222,-14.5304616513704,0,"whiff","R","SL","R"
"I(dist_z^2)",-0.958493532887729,0.0621712298928937,-15.4169948791263,0,"whiff","R","SL","R"
"release_spin_rate",0.00041484324874113,0.00009075650092825,4.57094802574047,0.00000485522701689,"whiff","R","SL","R"
"pred",18.2107457972014,0.928601752500666,19.6109319718179,0,"whiff","R","SL","R"
"(Intercept)",-1.06279206944801,2.1511948389733,-0.494047331368296,0.621272752877964,"barrel","R","SL","R"
"pitch_speed",-0.0485626420475538,0.0247409393032103,-1.96284552709979,0.0496641259074929,"barrel","R","SL","R"
"pfx_x",-0.031389596432868,0.0167521582226436,-1.8737643243149,0.0609629156264645,"barrel","R","SL","R"
"pfx_z",-0.02849509801836,0.018701367064579,-1.52369064357497,0.127586007829725,"barrel","R","SL","R"
"dist_x",0.423369928119651,0.121355237184792,3.48868279557618,0.00048540680088936,"barrel","R","SL","R"
"dist_prop",1.0428007188014,0.690241649539334,1.5107762904446,0.130845457397732,"barrel","R","SL","R"
"I(dist_x^2)",-1.79750625236655,0.445111124464325,-4.03833144932017,0.00005383275319249,"barrel","R","SL","R"
"I(dist_z^2)",-2.18255449278082,0.470158903506457,-4.64216348239558,0.0000034477988676,"barrel","R","SL","R"
"pred",160.855395388235,10.9146966491211,14.7375049036464,0,"barrel","R","SL","R"
"(Intercept)",-5.02288063361404,0.446302130534158,-11.2544401874183,0,"benefit","R","SL","R"
"pfx_x",0.017412283039514,0.00663331610119464,2.62497411157266,0.00866555556651274,"benefit","R","SL","R"
"pfx_total",-0.0222560720839623,0.00754430455521566,-2.95004952690779,0.00317722993373516,"benefit","R","SL","R"
"zone1",1.50574626659488,0.190071756996341,7.92198846577647,0.00000000000000233,"benefit","R","SL","R"
"zone2",0.888351178540206,0.141268845711923,6.28837288266473,0.00000000032081059,"benefit","R","SL","R"
"zone3",0.758853359145644,0.1596800017638,4.7523381185087,0.00000201077745875,"benefit","R","SL","R"
"zone4",0.861740128072616,0.147137844704482,5.85668581596645,0.00000000472195213,"benefit","R","SL","R"
"zone6",0.286760476240776,0.11299721423734,2.5377658925154,0.011156258508896,"benefit","R","SL","R"
"zone7",0.8243695925279,0.177374279849898,4.64762756598937,0.0000033577444609,"benefit","R","SL","R"
"zone8",0.147704031564887,0.114352027871277,1.2916607979279,0.196474639120499,"benefit","R","SL","R"
"zone9",0.467823964396149,0.131956111411115,3.54529971665067,0.00039216689039409,"benefit","R","SL","R"
"zone11",0.182140897887506,0.221519102121463,0.822235627280736,0.410942805588675,"benefit","R","SL","R"
"zone12",-0.287896010375759,0.168830182620306,-1.70524017629732,0.0881496398088691,"benefit","R","SL","R"
"zone13",-0.474027630307903,0.181360133869657,-2.61373665862303,0.00895580354648173,"benefit","R","SL","R"
"zone14",-0.255235282540061,0.156749786474812,-1.62829748148381,0.103461823259074,"benefit","R","SL","R"
"dist_x",-0.397561042602835,0.0631087426574187,-6.29961913139305,0.00000000029837789,"benefit","R","SL","R"
"dist_z",-0.409229664243197,0.0571379738675022,-7.16213118078292,0.00000000000079432,"benefit","R","SL","R"
"dist_prop",-0.659225927433954,0.170399348608485,-3.86871154624312,0.00010941198624895,"benefit","R","SL","R"
"I(dist_x^2)",-0.353093939591304,0.0445946925057525,-7.91784671563228,0.00000000000000241,"benefit","R","SL","R"
"I(dist_z^2)",-0.329693048994133,0.0450085769241931,-7.32511604509131,0.00000000000023869,"benefit","R","SL","R"
"release_spin_rate",0.00025588139954199,0.00007368162723636,3.47279788923697,0.00051506306863617,"benefit","R","SL","R"
"pred",11.5399628846006,0.773381709139694,14.9214323900129,0,"benefit","R","SL","R"
"(Intercept)",-14.4509391636475,1.32744023976447,-10.886319949297,0,"whiff","L","SL","R"
"pitch_speed",0.0401156573305343,0.0133670822595993,3.00107806262105,0.0026902558805669,"whiff","L","SL","R"
"pfx_total",-0.0145331587748759,0.0095285648026894,-1.52522012242327,0.127204203212946,"whiff","L","SL","R"
"zone1",0.316064208629744,0.341974787613568,0.924232487533253,0.355365284420257,"whiff","L","SL","R"
"zone2",0.560977821242653,0.279578514208976,2.00651263502795,0.0448015820698025,"whiff","L","SL","R"
"zone3",-0.720190487983751,0.371978817440661,-1.93610618190278,0.0528546975588644,"whiff","L","SL","R"
"zone4",0.0299152324180802,0.261551009512205,0.114376283516827,0.908939513615681,"whiff","L","SL","R"
"zone6",-1.25360454872595,0.27418595631816,-4.5720961261462,0.00000482869314747,"whiff","L","SL","R"
"zone7",-0.705247823211226,0.309760134929991,-2.27675463587533,0.0228008818692343,"whiff","L","SL","R"
"zone8",-0.750151914256048,0.248289902233626,-3.02127435512943,0.00251713172614343,"whiff","L","SL","R"
"zone9",-0.954426016915838,0.288013669991025,-3.31382193402688,0.00092030095239807,"whiff","L","SL","R"
"zone11",0.221816131823367,0.417240013808344,0.531627179758593,0.594984236224028,"whiff","L","SL","R"
"zone12",-1.32879279450912,0.403945354955055,-3.2895360181997,0.00100352711764506,"whiff","L","SL","R"
"zone13",-0.712099486940797,0.34180381956043,-2.08335731255601,0.037218666217155,"whiff","L","SL","R"
"zone14",-0.622598846663635,0.33194793841811,-1.87559184621123,0.0607113469024563,"whiff","L","SL","R"
"dist_x",-0.698518755559447,0.0991877471964314,-7.04238956225208,0.0000000000018897,"whiff","L","SL","R"
"dist_z",-0.417993436092469,0.126663807268548,-3.30002267503499,0.00096677016906827,"whiff","L","SL","R"
"dist_prop",3.15792238288012,0.398242995628574,7.92963697426933,0.00000000000000219,"whiff","L","SL","R"
"I(dist_x^2)",-1.25289450349038,0.115044713805536,-10.890500415414,0,"whiff","L","SL","R"
"I(dist_z^2)",-1.18407074791688,0.114685083298374,-10.324540156947,0,"whiff","L","SL","R"
"release_spin_rate",0.00031020182582485,0.00014633234130287,2.11984461577647,0.0340191513493355,"whiff","L","SL","R"
"pred",48.2794401284985,3.27405977879046,14.7460472289649,0,"whiff","L","SL","R"
"(Intercept)",3.18124405852579,3.33897124884234,0.952761740499791,0.340710803291087,"barrel","L","SL","R"
"pitch_speed",-0.104376983196429,0.038391151216192,-2.71877711112779,0.00655237447090453,"barrel","L","SL","R"
"pfx_x",-0.0576351231171485,0.0237222348799341,-2.42958234790519,0.0151162305717566,"barrel","L","SL","R"
"pfx_z",0.0653162906898797,0.0243512791773903,2.68225296150046,0.00731281400371525,"barrel","L","SL","R"
"dist_x",-0.665676166815524,0.176358141464587,-3.77457009519005,0.00016028383630384,"barrel","L","SL","R"
"dist_z",-0.918805292186146,0.2774744222829,-3.31131527232941,0.00092858525961875,"barrel","L","SL","R"
"I(dist_x^2)",-1.39510936905374,0.209569540414,-6.65702356505498,0.00000000002794284,"barrel","L","SL","R"
"I(dist_z^2)",-1.8569539153954,0.293400805775259,-6.32906890111882,0.00000000024664496,"barrel","L","SL","R"
"pred",205.332209168276,17.1635416430247,11.9632773607494,0,"barrel","L","SL","R"
"(Intercept)",-8.97420338601678,1.41930255826645,-6.32296710363007,0.00000000025658794,"benefit","L","SL","R"
"pitch_speed",-0.0188695104196171,0.0107604169743554,-1.75360401595844,0.0794983824210161,"benefit","L","SL","R"
"pfx_x",-0.0172831795432915,0.0065856713495974,-2.62436107510103,0.00868116996054052,"benefit","L","SL","R"
"zone1",1.42971492435884,0.236862346464603,6.03605826632515,0.0000000015792425,"benefit","L","SL","R"
"zone2",0.92111124160641,0.215399233783518,4.27629767027005,0.00001900271012641,"benefit","L","SL","R"
"zone3",0.8177711171397,0.256394506984456,3.18950326494037,0.00142517529218907,"benefit","L","SL","R"
"zone4",1.004225991519,0.17281526523802,5.81097966163969,0.00000000621083095,"benefit","L","SL","R"
"zone6",-0.0495242371377984,0.164267705964537,-0.301484925761914,0.763044743104394,"benefit","L","SL","R"
"zone7",0.97360287175636,0.203373558793873,4.78726377966933,0.00000169070555262,"benefit","L","SL","R"
"zone8",-0.0574060331947003,0.154006951792835,-0.372749622834696,0.709334800044191,"benefit","L","SL","R"
"zone9",-0.0859598103461159,0.186979019222515,-0.459729710336213,0.645710241231896,"benefit","L","SL","R"
"zone11",-0.22995039538039,0.263613621736617,-0.87230088439868,0.38304425529996,"benefit","L","SL","R"
"zone12",-0.361803735529921,0.26604504506876,-1.35993412482616,0.173850770999132,"benefit","L","SL","R"
"zone13",-0.577374888464999,0.224995885413869,-2.56615754284993,0.0102832111045791,"benefit","L","SL","R"
"zone14",-0.55386730799635,0.221233157151063,-2.50354564898316,0.012295581782607,"benefit","L","SL","R"
"dist_x",-0.297852242010578,0.0602090383048844,-4.9469689335067,0.00000075378000888,"benefit","L","SL","R"
"dist_z",-0.311970592447041,0.0780132762067633,-3.99894232899804,0.00006362618000298,"benefit","L","SL","R"
"dist_prop",-0.437766512823148,0.254161557975932,-1.72239467018298,0.0849980485311807,"benefit","L","SL","R"
"I(dist_x^2)",-0.371656334322875,0.0704668281798853,-5.27420268405049,0.00000013333448509,"benefit","L","SL","R"
"I(dist_z^2)",-0.29007035849918,0.0684793789907386,-4.23587892843494,0.0000227659426478,"benefit","L","SL","R"
"release_spin_rate",0.00025271971609409,0.00010893655976967,2.31987972291786,0.0203473847782906,"benefit","L","SL","R"
"pred",22.1885728209097,2.07647665176713,10.6856837528256,0,"benefit","L","SL","R"
"(Intercept)",-6.51983750656671,1.15687728344554,-5.63572091859961,0.00000001743275023,"whiff","R","CH","R"
"pitch_speed",-0.0348775239962061,0.0124292969459649,-2.80607375846216,0.00501492116202979,"whiff","R","CH","R"
"pfx_x",0.0454847227560136,0.0253697951521852,1.79286913761682,0.0729938512300577,"whiff","R","CH","R"
"pfx_z",-0.0276821723886559,0.0126684275410344,-2.18513089323757,0.0288792506980563,"whiff","R","CH","R"
"pfx_total",0.0969306196212442,0.0316573684637008,3.06186598334563,0.00219961910211595,"whiff","R","CH","R"
"zone1",0.343047393805108,0.530579045741019,0.646552849304481,0.517921382437625,"whiff","R","CH","R"
"zone2",-0.0716961013079359,0.625166170318435,-0.114683270963649,0.908696174267076,"whiff","R","CH","R"
"zone3",0.910243833783641,0.768202649253832,1.18490066998308,0.236056722481958,"whiff","R","CH","R"
"zone4",-0.873160134233635,0.32714017170647,-2.66907035500699,0.00760615159644222,"whiff","R","CH","R"
"zone6",-0.275936282062219,0.373452660372616,-0.738878876339776,0.459980550261886,"whiff","R","CH","R"
"zone7",-0.728204150587805,0.327739778313485,-2.22189736728043,0.026290242378796,"whiff","R","CH","R"
"zone8",-0.491390043365369,0.279641420795155,-1.75721480018271,0.0788812035122293,"whiff","R","CH","R"
"zone9",-0.462084492895654,0.344189439308809,-1.34252954949344,0.179424355886749,"whiff","R","CH","R"
"zone11",-0.213355385220925,0.493127863044049,-0.432657331313414,0.665263732346858,"whiff","R","CH","R"
"zone12",-11.5060492970146,207.079235165027,-0.0555635106911861,0.955689533825568,"whiff","R","CH","R"
"zone13",-0.109151979744429,0.36984271110704,-0.29513081227884,0.767893952683098,"whiff","R","CH","R"
"zone14",0.028518637853298,0.377299921182051,0.0755861219476309,0.939748377957304,"whiff","R","CH","R"
"dist_x",0.293372763972187,0.0949438748542143,3.08995987811388,0.00200183535202335,"whiff","R","CH","R"
"dist_z",-1.7127932594783,0.289955329674768,-5.90709355609872,0.00000000348196032,"whiff","R","CH","R"
"dist_prop",1.74533543575222,0.546771713561368,3.19207338723518,0.00141255438340906,"whiff","R","CH","R"
"I(dist_x^2)",-0.972753389445791,0.167299147729213,-5.81445514008399,0.00000000608316957,"whiff","R","CH","R"
"I(dist_z^2)",-1.54085227299062,0.169299109544171,-9.10136076403047,0,"whiff","R","CH","R"
"pred",46.270769533729,3.39526641670812,13.6280232107944,0,"whiff","R","CH","R"
"(Intercept)",-7.11820018768146,0.655665633698336,-10.8564485033792,0,"barrel","R","CH","R"
"pfx_x",-0.178595032178854,0.103301663497826,-1.72886888876298,0.0838325633089735,"barrel","R","CH","R"
"pfx_z",0.159192530290162,0.0609478622562552,2.61194608632599,0.00900284503626576,"barrel","R","CH","R"
"pfx_total",-0.278610531366992,0.121987959288451,-2.28391828990429,0.0223763335163195,"barrel","R","CH","R"
"dist_x",1.53581845874026,0.328636381738755,4.67330625603447,0.00000296389295477,"barrel","R","CH","R"
"I(dist_x^2)",-1.35548135815407,0.251919051182137,-5.38062267142336,0.00000007422863624,"barrel","R","CH","R"
"I(dist_z^2)",-1.26214696854024,0.199552703603467,-6.32488032358742,0.00000000025342891,"barrel","R","CH","R"
"pred",316.037575428853,25.6423149889956,12.3248456921491,0,"barrel","R","CH","R"
