"term","estimate","std.error","statistic","p.value","Response","BHand","Pitch"
"pfx_x",-0.689706661122889,0.284472827407563,-2.42450805375077,0.01532914330999,"Barrel","L","SL"
"pfx_z",0.781380798405106,0.292105996051962,2.67499061630391,0.00747313418662415,"Barrel","L","SL"
"dist_x",0.666314393025826,0.176384349809045,3.77762762822882,0.000158329371929479,"Barrel","L","SL"
"dist_z",-0.918160778895909,0.277775921371688,-3.30540089422413,0.000948406382299326,"Barrel","L","SL"
"I(dist_x^2)",-1.39550744119571,0.209746647850372,-6.65330032922019,0.0000000000286592536595002,"Barrel","L","SL"
"I(dist_z^2)",-1.85606725675393,0.29431635374826,-6.30636807338777,0.000000000285659247662241,"Barrel","L","SL"
"pred",204.331154316282,17.0627772033974,11.9752577133573,0.00000000000000000000000000000000478947024067319,"Barrel","L","SL"
"(Intercept)",-8.6153078364821,0.956543243055402,-9.00671025489969,0.000000000000000000212330124313999,"STRIKE","L","SL"
"pitch_speed",-0.018715677157782,0.00832221095163591,-2.24888281089571,0.0245199528893542,"STRIKE","L","SL"
"zone1",0.867459965648443,0.204981387265925,4.23189625760057,0.0000231729295381989,"STRIKE","L","SL"
"zone2",0.366432263844407,0.171583605111842,2.13559019001587,0.0327128317270983,"STRIKE","L","SL"
"zone3",-0.305540013018857,0.226467619913881,-1.34915540303309,0.177287055896379,"STRIKE","L","SL"
"zone4",0.498491992243977,0.154848794251013,3.2192177837427,0.00128540819562339,"STRIKE","L","SL"
"zone6",-0.824505980609036,0.16967549035545,-4.85931102295206,0.00000117794958065152,"STRIKE","L","SL"
"zone7",0.345259964798523,0.186384446600582,1.85240759674765,0.0639673152575559,"STRIKE","L","SL"
"zone8",-0.572365400511775,0.148345625084099,-3.85832342670903,0.000114167504409146,"STRIKE","L","SL"
"zone9",-0.703870230180673,0.185959253117794,-3.78507774353565,0.000153660534372041,"STRIKE","L","SL"
"zone11",-1.12509982162743,0.241610123210045,-4.65667500466988,0.00000321357123748776,"STRIKE","L","SL"
"zone12",-1.69526476487261,0.282961609111374,-5.99114759841981,0.00000000208365421592811,"STRIKE","L","SL"
"zone13",-1.17966547927112,0.221628399931836,-5.32271802546038,0.000000102228144963471,"STRIKE","L","SL"
"zone14",-0.742860025578825,0.213072845346536,-3.48641341120056,0.00048954383457343,"STRIKE","L","SL"
"dist_x",0.126051691883575,0.0642534528925534,1.9617886076,0.0497871005858869,"STRIKE","L","SL"
"dist_prop",2.06028195119334,0.304152186867953,6.77385217055107,0.0000000000125397806222904,"STRIKE","L","SL"
"I(dist_x^2)",-0.891454304027778,0.100713062303629,-8.85142685206246,0.000000000000000000864073980846042,"STRIKE","L","SL"
"I(dist_z^2)",-0.731796544183265,0.101463388635096,-7.21241971145973,0.000000000000549662412169471,"STRIKE","L","SL"
"pred",26.1145059464499,1.82285109837812,14.3261871305261,0.000000000000000000000000000000000000000000000150140383834898,"STRIKE","L","SL"
"(Intercept)",-7.28398231528348,1.19121606173485,-6.11474488068545,0.000000000967115554366888,"whiff","R","CH"
"pitch_speed",-0.0339684393807825,0.0125594333035091,-2.70461561122282,0.00683834691160018,"whiff","R","CH"
"pfx_x",0.514363908011576,0.307497361358892,1.67274250984951,0.0943779968035686,"whiff","R","CH"
"pfx_z",-0.309925259548104,0.153641034327955,-2.01720367806527,0.0436742624111315,"whiff","R","CH"
"pfx_total",1.10053856934781,0.383447151073359,2.87011799740107,0.00410318648333139,"whiff","R","CH"
"zone1",0.388327792473748,0.540317843390169,0.718702514129876,0.472324233917471,"whiff","R","CH"
"zone2",-0.0744339338480873,0.630369147482841,-0.11807991261202,0.90600433950528,"whiff","R","CH"
"zone3",0.919947481969525,0.774313122740241,1.18808199803446,0.234801105950224,"whiff","R","CH"
"zone4",-0.791336975149844,0.332043608028141,-2.38323206957436,0.0171613718571029,"whiff","R","CH"
"zone6",-0.221988168685926,0.377130093623711,-0.588624913363237,0.556112917666511,"whiff","R","CH"
"zone7",-0.645922525333018,0.337870265469594,-1.91174717442292,0.0559086303535316,"whiff","R","CH"
"zone8",-0.433505368609703,0.287345758145131,-1.50865414338481,0.131387189979725,"whiff","R","CH"
"zone9",-0.399915818413034,0.353642086587998,-1.13084905213487,0.25811863005868,"whiff","R","CH"
