"","x","z","phand","response","bhand","pitch","pred"
"49766",0.8,1.1,"right","whiff","right","cutter",2.17217543007973
"49767",0.8,1.1,"right","whiff","right","fastball",0.872596068431593
"49768",0.8,1.1,"right","whiff","right","sinker",1.47481925447106
"49769",0.8,1.1,"right","whiff","right","slider",-0.0536580284437971
"49770",0.8,1.1,"right","whiff","right","splitter",0.67339052381134
"49771",0.8,1.2,"right","barrel","left","changeup",-3.18942486714929
"49772",0.8,1.2,"right","barrel","left","curveball",-4.900183446743
"49773",0.8,1.2,"right","barrel","left","cutter",-4.12628297491253
"49774",0.8,1.2,"right","barrel","left","fastball",-2.70192360593911
"49775",0.8,1.2,"right","barrel","left","sinker",-2.50701882262613
"49776",0.8,1.2,"right","barrel","left","slider",-5.20199091843957
"49777",0.8,1.2,"right","barrel","left","splitter",-5.00581533709167
"49778",0.8,1.2,"right","barrel","right","changeup",-1.45634493692434
"49779",0.8,1.2,"right","barrel","right","curveball",-2.24412507278904
"49780",0.8,1.2,"right","barrel","right","cutter",-3.3918865197269
"49781",0.8,1.2,"right","barrel","right","fastball",-1.76894444828787
"49782",0.8,1.2,"right","barrel","right","sinker",-1.88292148064854
"49783",0.8,1.2,"right","barrel","right","slider",-2.45063794393159
"49784",0.8,1.2,"right","barrel","right","splitter",-4.6604007725463
"49785",0.8,1.2,"right","benefit","left","changeup",-1.82571090994577
"49786",0.8,1.2,"right","benefit","left","curveball",-3.56761578926236
"49787",0.8,1.2,"right","benefit","left","cutter",-1.8624651609347
"49788",0.8,1.2,"right","benefit","left","fastball",-0.279765276754487
"49789",0.8,1.2,"right","benefit","left","sinker",-0.552992917477862
"49790",0.8,1.2,"right","benefit","left","slider",-1.89956371821634
"49791",0.8,1.2,"right","benefit","left","splitter",-2.04199782156275
"49792",0.8,1.2,"right","benefit","right","changeup",-0.280385490735378
"49793",0.8,1.2,"right","benefit","right","curveball",-3.11709946408898
"49794",0.8,1.2,"right","benefit","right","cutter",-2.26320374378618
"49795",0.8,1.2,"right","benefit","right","fastball",-0.106633419833789
"49796",0.8,1.2,"right","benefit","right","sinker",-0.637916279519372
"49797",0.8,1.2,"right","benefit","right","slider",-2.46061169645546
"49798",0.8,1.2,"right","benefit","right","splitter",-1.31647735457375
"49799",0.8,1.2,"right","whiff","left","changeup",-1.67390142535338
"49800",0.8,1.2,"right","whiff","left","curveball",-2.30917362166502
"49801",0.8,1.2,"right","whiff","left","cutter",0.255624120001119
"49802",0.8,1.2,"right","whiff","left","fastball",1.1920398946096
"49803",0.8,1.2,"right","whiff","left","sinker",1.34018231628385
"49804",0.8,1.2,"right","whiff","left","slider",0.987098943171208
"49805",0.8,1.2,"right","whiff","left","splitter",-2.85755703273861
"49806",0.8,1.2,"right","whiff","right","changeup",-2.14488457995244
"49807",0.8,1.2,"right","whiff","right","curveball",-0.735661305715943
"49808",0.8,1.2,"right","whiff","right","cutter",2.18912975147248
"49809",0.8,1.2,"right","whiff","right","fastball",0.831735724145901
"49810",0.8,1.2,"right","whiff","right","sinker",1.49962898799707
"49811",0.8,1.2,"right","whiff","right","slider",-0.177739643367104
"49812",0.8,1.2,"right","whiff","right","splitter",0.472122429316432
"49813",0.8,1.3,"right","barrel","left","changeup",-3.5645814992905
"49814",0.8,1.3,"right","barrel","left","curveball",-5.45083746555381
"49815",0.8,1.3,"right","barrel","left","cutter",-4.51246102594008
"49816",0.8,1.3,"right","barrel","left","fastball",-2.98106529718498
"49817",0.8,1.3,"right","barrel","left","sinker",-2.89977492223589
"49818",0.8,1.3,"right","barrel","left","slider",-5.75810992650703
"49819",0.8,1.3,"right","barrel","left","splitter",-5.3606829435005
"49820",0.8,1.3,"right","barrel","right","changeup",-1.7718816790594
"49821",0.8,1.3,"right","barrel","right","curveball",-2.76227590257645
"49822",0.8,1.3,"right","barrel","right","cutter",-3.7991327695109
"49823",0.8,1.3,"right","barrel","right","fastball",-1.99841761608113
"49824",0.8,1.3,"right","barrel","right","sinker",-2.19746119490329
"49825",0.8,1.3,"right","barrel","right","slider",-2.90845893777218
"49826",0.8,1.3,"right","barrel","right","splitter",-5.36932932691583
"49827",0.8,1.3,"right","benefit","left","changeup",-2.07087070126745
"49828",0.8,1.3,"right","benefit","left","curveball",-3.77592636139879
"49829",0.8,1.3,"right","benefit","left","cutter",-2.05940474850954
"49830",0.8,1.3,"right","benefit","left","fastball",-0.500574604231779
"49831",0.8,1.3,"right","benefit","left","sinker",-0.810728065216796
"49832",0.8,1.3,"right","benefit","left","slider",-2.04014410439676
"49833",0.8,1.3,"right","benefit","left","splitter",-2.30637751141513
"49834",0.8,1.3,"right","benefit","right","changeup",-0.424780109791273
"49835",0.8,1.3,"right","benefit","right","curveball",-3.29088225007731
"49836",0.8,1.3,"right","benefit","right","cutter",-2.46140399805092
"49837",0.8,1.3,"right","benefit","right","fastball",-0.340457257835922
"49838",0.8,1.3,"right","benefit","right","sinker",-0.912432372253545
"49839",0.8,1.3,"right","benefit","right","slider",-2.63947347772871
"49840",0.8,1.3,"right","benefit","right","splitter",-1.46543282184429
"49841",0.8,1.3,"right","whiff","left","changeup",-1.99397903111554
"49842",0.8,1.3,"right","whiff","left","curveball",-2.59593461157107
"49843",0.8,1.3,"right","whiff","left","cutter",0.211321934837134
"49844",0.8,1.3,"right","whiff","left","fastball",1.13454093106221
"49845",0.8,1.3,"right","whiff","left","sinker",1.31032570269861
"49846",0.8,1.3,"right","whiff","left","slider",0.915220794624536
"49847",0.8,1.3,"right","whiff","left","splitter",-3.36365499579104
"49848",0.8,1.3,"right","whiff","right","changeup",-2.55439661861793
"49849",0.8,1.3,"right","whiff","right","curveball",-0.866824213758885
"49850",0.8,1.3,"right","whiff","right","cutter",2.19187187654055
"49851",0.8,1.3,"right","whiff","right","fastball",0.771659498603569
"49852",0.8,1.3,"right","whiff","right","sinker",1.51799309907465
"49853",0.8,1.3,"right","whiff","right","slider",-0.316571822438175
"49854",0.8,1.3,"right","whiff","right","splitter",0.245293974418522
"49855",0.8,1.4,"right","barrel","left","changeup",-3.96975066200302
"49856",0.8,1.4,"right","barrel","left","curveball",-6.03681640037108
"49857",0.8,1.4,"right","barrel","left","cutter",-4.92585548364193
"49858",0.8,1.4,"right","barrel","left","fastball",-3.28253832373053
"49859",0.8,1.4,"right","barrel","left","sinker",-3.33172195814511
"49860",0.8,1.4,"right","barrel","left","slider",-6.3513680128824
"49861",0.8,1.4,"right","barrel","left","splitter",-5.72315479625117
"49862",0.8,1.4,"right","barrel","right","changeup",-2.11266136056527
"49863",0.8,1.4,"right","barrel","right","curveball",-3.33766753814418
"49864",0.8,1.4,"right","barrel","right","cutter",-4.23895871927762
"49865",0.8,1.4,"right","barrel","right","fastball",-2.24897690002042
"49866",0.8,1.4,"right","barrel","right","sinker",-2.53716408629842
"49867",0.8,1.4,"right","barrel","right","slider",-3.4080492298517
"49868",0.8,1.4,"right","barrel","right","splitter",-6.12653761812482
"49869",0.8,1.4,"right","benefit","left","changeup",-2.33219547437587
"49870",0.8,1.4,"right","benefit","left","curveball",-3.98771389903402
"49871",0.8,1.4,"right","benefit","left","cutter",-2.27209950309037
"49872",0.8,1.4,"right","benefit","left","fastball",-0.751439164649196
"49873",0.8,1.4,"right","benefit","left","sinker",-1.09755104015434
"49874",0.8,1.4,"right","benefit","left","slider",-2.18731587165017
"49875",0.8,1.4,"right","benefit","left","splitter",-2.5862516345757
"49876",0.8,1.4,"right","benefit","right","changeup",-0.585803095720989
"49877",0.8,1.4,"right","benefit","right","curveball",-3.46766623973628
"49878",0.8,1.4,"right","benefit","right","cutter",-2.67196086280778
"49879",0.8,1.4,"right","benefit","right","fastball",-0.605541656259298
"49880",0.8,1.4,"right","benefit","right","sinker",-1.21572584711907
"49881",0.8,1.4,"right","benefit","right","slider",-2.82611872965642
"49882",0.8,1.4,"right","benefit","right","splitter",-1.62416517953179
"49883",0.8,1.4,"right","whiff","left","changeup",-2.33538367115647
"49884",0.8,1.4,"right","whiff","left","curveball",-2.89941773133887
"49885",0.8,1.4,"right","whiff","left","cutter",0.156910557595618
"49886",0.8,1.4,"right","whiff","left","fastball",1.05630102113323
"49887",0.8,1.4,"right","whiff","left","sinker",1.26789048035515
"49888",0.8,1.4,"right","whiff","left","slider",0.82535987685219
"49889",0.8,1.4,"right","whiff","left","splitter",-3.90068064846498
"49890",0.8,1.4,"right","whiff","right","changeup",-2.99157614834412
"49891",0.8,1.4,"right","whiff","right","curveball",-1.00877837480888
"49892",0.8,1.4,"right","whiff","right","cutter",2.17934947433852
"49893",0.8,1.4,"right","whiff","right","fastball",0.691994670464507
"49894",0.8,1.4,"right","whiff","right","sinker",1.52944256022564
"49895",0.8,1.4,"right","whiff","right","slider",-0.470846912872013
"49896",0.8,1.4,"right","whiff","right","splitter",-0.00830604214471808
"49897",0.8,1.5,"right","barrel","left","changeup",-4.40493235528683
"49898",0.8,1.5,"right","barrel","left","curveball",-6.65812025119482
"49899",0.8,1.5,"right","barrel","left","cutter",-5.36646634801806
"49900",0.8,1.5,"right","barrel","left","fastball",-3.60634268557575
"49901",0.8,1.5,"right","barrel","left","sinker",-3.80329142409738
"49902",0.8,1.5,"right","barrel","left","slider",-6.98176517756568
"49903",0.8,1.5,"right","barrel","left","splitter",-6.09207669328809
"49904",0.8,1.5,"right","barrel","right","changeup",-2.47868398144194
"49905",0.8,1.5,"right","barrel","right","curveball",-3.97117672971038
"49906",0.8,1.5,"right","barrel","right","cutter",-4.71136436902706
"49907",0.8,1.5,"right","barrel","right","fastball",-2.52062230010575
"49908",0.8,1.5,"right","barrel","right","sinker",-2.90203015483392
"49909",0.8,1.5,"right","barrel","right","slider",-3.94969444581334
"49910",0.8,1.5,"right","barrel","right","splitter",-6.93202564617326
"49911",0.8,1.5,"right","benefit","left","changeup",-2.60968522927103
"49912",0.8,1.5,"right","benefit","left","curveball",-4.2024506548351
"49913",0.8,1.5,"right","benefit","left","cutter",-2.50054942467719
"49914",0.8,1.5,"right","benefit","left","fastball",-1.03284846525947
"49915",0.8,1.5,"right","benefit","left","sinker",-1.41393212752952
"49916",0.8,1.5,"right","benefit","left","slider",-2.34095911466817
"49917",0.8,1.5,"right","benefit","left","splitter",-2.88162019104444
"49918",0.8,1.5,"right","benefit","right","changeup",-0.763736363569901
"49919",0.8,1.5,"right","benefit","right","curveball",-3.64699589871176
"49920",0.8,1.5,"right","benefit","right","cutter",-2.89474217165226
"49921",0.8,1.5,"right","benefit","right","fastball",-0.902403170002875
"49922",0.8,1.5,"right","benefit","right","sinker",-1.54817520251129
"49923",0.8,1.5,"right","benefit","right","slider",-3.02036688866002
"49924",0.8,1.5,"right","benefit","right","splitter",-1.79267442763625
"49925",0.8,1.5,"right","whiff","left","changeup",-2.69851190958885
"49926",0.8,1.5,"right","whiff","left","curveball",-3.2198980676634
"49927",0.8,1.5,"right","whiff","left","cutter",0.0920254322360936
"49928",0.8,1.5,"right","whiff","left","fastball",0.956937088270309
"49929",0.8,1.5,"right","whiff","left","sinker",1.21243354662869
"49930",0.8,1.5,"right","whiff","left","slider",0.716651227263119
"49931",0.8,1.5,"right","whiff","left","splitter",-4.46915204384623
"49932",0.8,1.5,"right","whiff","right","changeup",-3.45690122073513
"49933",0.8,1.5,"right","whiff","right","curveball",-1.16181107046549
"49934",0.8,1.5,"right","whiff","right","cutter",2.15070272256059
"49935",0.8,1.5,"right","whiff","right","fastball",0.59243670233631
"49936",0.8,1.5,"right","whiff","right","sinker",1.53359414572673
"49937",0.8,1.5,"right","whiff","right","slider",-0.64113060703129
"49938",0.8,1.5,"right","whiff","right","splitter",-0.2896672499824
"49939",0.9,-2.5,"right","barrel","left","changeup",-10.6806398027068
"49940",0.9,-2.5,"right","barrel","left","curveball",-9.63769034988181
"49941",0.9,-2.5,"right","barrel","left","cutter",-9.28774954370894
"49942",0.9,-2.5,"right","barrel","left","fastball",-8.30645282834199
"49943",0.9,-2.5,"right","barrel","left","sinker",-11.1678566234324
"49944",0.9,-2.5,"right","barrel","left","slider",-11.0380958798234
"49945",0.9,-2.5,"right","barrel","left","splitter",-9.99112576785321
"49946",0.9,-2.5,"right","barrel","right","changeup",-7.60412184061506
"49947",0.9,-2.5,"right","barrel","right","curveball",-14.1282186647788
"49948",0.9,-2.5,"right","barrel","right","cutter",-11.505187460204
"49949",0.9,-2.5,"right","barrel","right","fastball",-8.27728500623511
"49950",0.9,-2.5,"right","barrel","right","sinker",-8.02472796802946
"49951",0.9,-2.5,"right","barrel","right","slider",-11.9451223209814
"49952",0.9,-2.5,"right","barrel","right","splitter",-12.5149318240274
"49953",0.9,-2.5,"right","benefit","left","changeup",-4.21136415212365
"49954",0.9,-2.5,"right","benefit","left","curveball",-4.24217838083929
"49955",0.9,-2.5,"right","benefit","left","cutter",-5.80676802523716
"49956",0.9,-2.5,"right","benefit","left","fastball",-8.03105360473609
"49957",0.9,-2.5,"right","benefit","left","sinker",-6.4342900014461
"49958",0.9,-2.5,"right","benefit","left","slider",-2.76529644765171
"49959",0.9,-2.5,"right","benefit","left","splitter",-3.2336014866933
"49960",0.9,-2.5,"right","benefit","right","changeup",-3.61570911694238
"49961",0.9,-2.5,"right","benefit","right","curveball",-3.93614626468939
"49962",0.9,-2.5,"right","benefit","right","cutter",-5.20660522914371
"49963",0.9,-2.5,"right","benefit","right","fastball",-7.89138490488019
"49964",0.9,-2.5,"right","benefit","right","sinker",-6.63308990291753
"49965",0.9,-2.5,"right","benefit","right","slider",-3.43292525681791
"49966",0.9,-2.5,"right","benefit","right","splitter",-2.77093324169053
"49967",0.9,-2.5,"right","whiff","left","changeup",-0.502012927247515
"49968",0.9,-2.5,"right","whiff","left","curveball",-0.538304603498036
"49969",0.9,-2.5,"right","whiff","left","cutter",-1.30078518635422
"49970",0.9,-2.5,"right","whiff","left","fastball",-7.15732523673841
"49971",0.9,-2.5,"right","whiff","left","sinker",-1.56381907021967
"49972",0.9,-2.5,"right","whiff","left","slider",0.391838343534129
"49973",0.9,-2.5,"right","whiff","left","splitter",-0.205448230814455
"49974",0.9,-2.5,"right","whiff","right","changeup",-1.23476678122253
"49975",0.9,-2.5,"right","whiff","right","curveball",-0.382892459000739
"49976",0.9,-2.5,"right","whiff","right","cutter",0.775100503172254
"49977",0.9,-2.5,"right","whiff","right","fastball",-7.47409311188546
"49978",0.9,-2.5,"right","whiff","right","sinker",0.171306624238173
"49979",0.9,-2.5,"right","whiff","right","slider",0.239577225990139
"49980",0.9,-2.5,"right","whiff","right","splitter",0.852468016968359
"49981",0.9,-2.4,"right","barrel","left","changeup",-9.94533280370999
"49982",0.9,-2.4,"right","barrel","left","curveball",-8.88132247645325
"49983",0.9,-2.4,"right","barrel","left","cutter",-8.66692054778764
"49984",0.9,-2.4,"right","barrel","left","fastball",-7.75933511350007
"49985",0.9,-2.4,"right","barrel","left","sinker",-10.2859003272043
"49986",0.9,-2.4,"right","barrel","left","slider",-10.2200689904983
"49987",0.9,-2.4,"right","barrel","left","splitter",-9.59558676068563
"49988",0.9,-2.4,"right","barrel","right","changeup",-6.98566982603035
"49989",0.9,-2.4,"right","barrel","right","curveball",-12.8847571318351
"49990",0.9,-2.4,"right","barrel","right","cutter",-10.7069848106274
"49991",0.9,-2.4,"right","barrel","right","fastball",-7.72657187662511
"49992",0.9,-2.4,"right","barrel","right","sinker",-7.40823012809015
"49993",0.9,-2.4,"right","barrel","right","slider",-10.973553033409
"49994",0.9,-2.4,"right","barrel","right","splitter",-11.437510115337
"49995",0.9,-2.4,"right","benefit","left","changeup",-3.85841961733585
"49996",0.9,-2.4,"right","benefit","left","curveball",-4.10737304270913
"49997",0.9,-2.4,"right","benefit","left","cutter",-5.42076643359047
"49998",0.9,-2.4,"right","benefit","left","fastball",-7.33874733517452
"49999",0.9,-2.4,"right","benefit","left","sinker",-5.80689204159231
"50000",0.9,-2.4,"right","benefit","left","slider",-2.6132681092341
"50001",0.9,-2.4,"right","benefit","left","splitter",-2.92468714414302
"50002",0.9,-2.4,"right","benefit","right","changeup",-3.2594199867154
"50003",0.9,-2.4,"right","benefit","right","curveball",-3.81376254292761
"50004",0.9,-2.4,"right","benefit","right","cutter",-4.89390055435015
"50005",0.9,-2.4,"right","benefit","right","fastball",-7.17848776557988
"50006",0.9,-2.4,"right","benefit","right","sinker",-5.99665863091544
"50007",0.9,-2.4,"right","benefit","right","slider",-3.25042043533588
"50008",0.9,-2.4,"right","benefit","right","splitter",-2.55814376353368
"50009",0.9,-2.4,"right","whiff","left","changeup",-0.194147661221569
"50010",0.9,-2.4,"right","whiff","left","curveball",-0.318137679736062
"50011",0.9,-2.4,"right","whiff","left","cutter",-1.11919708580628
"50012",0.9,-2.4,"right","whiff","left","fastball",-6.60308544903803
"50013",0.9,-2.4,"right","whiff","left","sinker",-1.30833707308297
"50014",0.9,-2.4,"right","whiff","left","slider",0.633815510814929
"50015",0.9,-2.4,"right","whiff","left","splitter",0.222249724355638
"50016",0.9,-2.4,"right","whiff","right","changeup",-0.814854277583462
"50017",0.9,-2.4,"right","whiff","right","curveball",-0.231525713755202
"50018",0.9,-2.4,"right","whiff","right","cutter",0.993211922507282
"50019",0.9,-2.4,"right","whiff","right","fastball",-6.93315023118602
"50020",0.9,-2.4,"right","whiff","right","sinker",0.289775896988469
"50021",0.9,-2.4,"right","whiff","right","slider",0.4422443193284
"50022",0.9,-2.4,"right","whiff","right","splitter",1.21401748961259
"50023",0.9,-2.3,"right","barrel","left","changeup",-9.2400383352845
"50024",0.9,-2.3,"right","barrel","left","curveball",-8.16027951903116
"50025",0.9,-2.3,"right","barrel","left","cutter",-8.07330795854063
"50026",0.9,-2.3,"right","barrel","left","fastball",-7.23454873395782
"50027",0.9,-2.3,"right","barrel","left","sinker",-9.44521907524672
"50028",0.9,-2.3,"right","barrel","left","slider",-9.43918117948103
"50029",0.9,-2.3,"right","barrel","left","splitter",-9.20207722214832
"50030",0.9,-2.3,"right","barrel","right","changeup",-6.39246075081643
"50031",0.9,-2.3,"right","barrel","right","curveball",-11.7027710943875
"50032",0.9,-2.3,"right","barrel","right","cutter",-9.94136186103346
"50033",0.9,-2.3,"right","barrel","right","fastball",-7.19694486316116
"50034",0.9,-2.3,"right","barrel","right","sinker",-6.81689546529122
"50035",0.9,-2.3,"right","barrel","right","slider",-10.045132611424
"50036",0.9,-2.3,"right","barrel","right","splitter",-10.4083681434861
"50037",0.9,-2.3,"right","benefit","left","changeup",-3.52164006433478
"50038",0.9,-2.3,"right","benefit","left","curveball",-3.97349565878917
"50039",0.9,-2.3,"right","benefit","left","cutter",-5.05052000894977
"50040",0.9,-2.3,"right","benefit","left","fastball",-6.6788606108578
"50041",0.9,-2.3,"right","benefit","left","sinker",-5.21085337921908
"50042",0.9,-2.3,"right","benefit","left","slider",-2.46725201114242
"50043",0.9,-2.3,"right","benefit","left","splitter",-2.63126723490092
"50044",0.9,-2.3,"right","benefit","right","changeup",-2.92112086858187
"50045",0.9,-2.3,"right","benefit","right","curveball",-3.69217980109583
"50046",0.9,-2.3,"right","benefit","right","cutter",-4.5929141284009
"50047",0.9,-2.3,"right","benefit","right","fastball",-6.49934613870988
"50048",0.9,-2.3,"right","benefit","right","sinker",-5.39083288232027
"50049",0.9,-2.3,"right","benefit","right","slider",-3.07482696527371
"50050",0.9,-2.3,"right","benefit","right","splitter",-2.35513117579378
"50051",0.9,-2.3,"right","whiff","left","changeup",0.0904751721204042
"50052",0.9,-2.3,"right","whiff","left","curveball",-0.116021550230832
"50053",0.9,-2.3,"right","whiff","left","cutter",-0.949478977257521
"50054",0.9,-2.3,"right","whiff","left","fastball",-6.07143686142085
"50055",0.9,-2.3,"right","whiff","left","sinker",-1.06757386338856
"50056",0.9,-2.3,"right","whiff","left","slider",0.853632153207163
"50057",0.9,-2.3,"right","whiff","left","splitter",0.616517801676318
"50058",0.9,-2.3,"right","whiff","right","changeup",-0.424918246707723
"50059",0.9,-2.3,"right","whiff","right","curveball",-0.0923377871083919
"50060",0.9,-2.3,"right","whiff","right","cutter",1.19190588640592
"50061",0.9,-2.3,"right","whiff","right","fastball",-6.41326686388203
"50062",0.9,-2.3,"right","whiff","right","sinker",0.399479545617014
"50063",0.9,-2.3,"right","whiff","right","slider",0.626736216120634
"50064",0.9,-2.3,"right","whiff","right","splitter",1.544015505199
"50065",0.9,-2.2,"right","barrel","left","changeup",-8.56475639743031
"50066",0.9,-2.2,"right","barrel","left","curveball",-7.47456147761555
"50067",0.9,-2.2,"right","barrel","left","cutter",-7.50691177596791
"50068",0.9,-2.2,"right","barrel","left","fastball",-6.73209368971524
"50069",0.9,-2.2,"right","barrel","left","sinker",-8.64572344512049
"50070",0.9,-2.2,"right","barrel","left","slider",-8.69543244677172
"50071",0.9,-2.2,"right","barrel","left","splitter",-8.81083634820845
"50072",0.9,-2.2,"right","barrel","right","changeup",-5.82449461497333
"50073",0.9,-2.2,"right","barrel","right","curveball",-10.5820788553792
"50074",0.9,-2.2,"right","barrel","right","cutter",-9.20831861142226
"50075",0.9,-2.2,"right","barrel","right","fastball",-6.68840396584323
"50076",0.9,-2.2,"right","barrel","right","sinker",-6.25072397963267
"50077",0.9,-2.2,"right","barrel","right","slider",-9.15980186218255
"50078",0.9,-2.2,"right","barrel","right","splitter",-9.42750590847469
"50079",0.9,-2.2,"right","benefit","left","changeup",-3.20102549312047
"50080",0.9,-2.2,"right","benefit","left","curveball",-3.84065559904035
"50081",0.9,-2.2,"right","benefit","left","cutter",-4.69602875131505
"50082",0.9,-2.2,"right","benefit","left","fastball",-6.0512919866705
"50083",0.9,-2.2,"right","benefit","left","sinker",-4.64607655276667
"50084",0.9,-2.2,"right","benefit","left","slider",-2.32727300246275
"50085",0.9,-2.2,"right","benefit","left","splitter",-2.353341758967
"50086",0.9,-2.2,"right","benefit","right","changeup",-2.60075333867953
"50087",0.9,-2.2,"right","benefit","right","curveball",-3.57149244379149
"50088",0.9,-2.2,"right","benefit","right","cutter",-4.30367334136236
"50089",0.9,-2.2,"right","benefit","right","fastball",-5.85385297382088
"50090",0.9,-2.2,"right","benefit","right","sinker",-4.81553421740884
"50091",0.9,-2.2,"right","benefit","right","slider",-2.90618226649182
"50092",0.9,-2.2,"right","benefit","right","splitter",-2.16189547847084
"50093",0.9,-2.2,"right","whiff","left","changeup",0.351937756427289
"50094",0.9,-2.2,"right","whiff","left","curveball",0.0681007937777243
"50095",0.9,-2.2,"right","whiff","left","cutter",-0.791555310387895
"50096",0.9,-2.2,"right","whiff","left","fastball",-5.56230008538986
"50097",0.9,-2.2,"right","whiff","left","sinker",-0.84143761288125
"50098",0.9,-2.2,"right","whiff","left","slider",1.0514675249086
"50099",0.9,-2.2,"right","whiff","left","splitter",0.977463362080019
"50100",0.9,-2.2,"right","whiff","right","changeup",-0.0648596175399083
"50101",0.9,-2.2,"right","whiff","right","curveball",0.0347308569626308
"50102",0.9,-2.2,"right","whiff","right","cutter",1.37136058379708
"50103",0.9,-2.2,"right","whiff","right","fastball",-5.91437989787302
"50104",0.9,-2.2,"right","whiff","right","sinker",0.500496989534901
"50105",0.9,-2.2,"right","whiff","right","slider",0.793170150027235
"50106",0.9,-2.2,"right","whiff","right","splitter",1.84266715382457
"50107",0.9,-2.1,"right","barrel","left","changeup",-7.91948699014742
"50108",0.9,-2.1,"right","barrel","left","curveball",-6.8241683522064
"50109",0.9,-2.1,"right","barrel","left","cutter",-6.96773200006949
"50110",0.9,-2.1,"right","barrel","left","fastball",-6.25196998077233
"50111",0.9,-2.1,"right","barrel","left","sinker",-7.88731003851438
"50112",0.9,-2.1,"right","barrel","left","slider",-7.98882279237031
"50113",0.9,-2.1,"right","barrel","left","splitter",-8.42214071887458
"50114",0.9,-2.1,"right","barrel","right","changeup",-5.28177141850102
"50115",0.9,-2.1,"right","barrel","right","curveball",-9.52247032024179
"50116",0.9,-2.1,"right","barrel","right","cutter",-8.50785506179378
"50117",0.9,-2.1,"right","barrel","right","fastball",-6.20094918467134
"50118",0.9,-2.1,"right","barrel","right","sinker",-5.7097156711145
"50119",0.9,-2.1,"right","barrel","right","slider",-8.31749234156566
"50120",0.9,-2.1,"right","barrel","right","splitter",-8.4949234103027
"50121",0.9,-2.1,"right","benefit","left","changeup",-2.89657590369289
"50122",0.9,-2.1,"right","benefit","left","curveball",-3.70897932690218
"50123",0.9,-2.1,"right","benefit","left","cutter",-4.35729266068632
"50124",0.9,-2.1,"right","benefit","left","fastball",-5.45592416259614
"50125",0.9,-2.1,"right","benefit","left","sinker",-4.11244886836591
"50126",0.9,-2.1,"right","benefit","left","slider",-2.19335981595555
"50127",0.9,-2.1,"right","benefit","left","splitter",-2.09091071634126
"50128",0.9,-2.1,"right","benefit","right","changeup",-2.29824984205534
"50129",0.9,-2.1,"right","benefit","right","curveball",-3.45180963014746
"50130",0.9,-2.1,"right","benefit","right","cutter",-4.02620986410629
"50131",0.9,-2.1,"right","benefit","right","fastball",-5.24188448950243
"50132",0.9,-2.1,"right","benefit","right","sinker",-4.27067193707961
"50133",0.9,-2.1,"right","benefit","right","slider",-2.74452960721683
"50134",0.9,-2.1,"right","benefit","right","splitter",-1.97843667156486
"50135",0.9,-2.1,"right","whiff","left","changeup",0.590335119866074
"50136",0.9,-2.1,"right","whiff","left","curveball",0.2342952709735
"50137",0.9,-2.1,"right","whiff","left","cutter",-0.645338727085102
"50138",0.9,-2.1,"right","whiff","left","fastball",-5.07558332478547
"50139",0.9,-2.1,"right","whiff","left","sinker",-0.629822141428065
"50140",0.9,-2.1,"right","whiff","left","slider",1.22752889583326
"50141",0.9,-2.1,"right","whiff","left","splitter",1.30521054598583
"50142",0.9,-2.1,"right","whiff","right","changeup",0.265436164833579
"50143",0.9,-2.1,"right","whiff","right","curveball",0.149749059391633
"50144",0.9,-2.1,"right","whiff","right","cutter",1.5317820528346
"50145",0.9,-2.1,"right","whiff","right","fastball",-5.43641635724094
"50146",0.9,-2.1,"right","whiff","right","sinker",0.592920060647405
"50147",0.9,-2.1,"right","whiff","right","slider",0.94168167720819
"50148",0.9,-2.1,"right","whiff","right","splitter",2.11020957920639
"50149",0.9,-2,"right","barrel","left","changeup",-7.30423011343582
"50150",0.9,-2,"right","barrel","left","curveball",-6.20910014280372
"50151",0.9,-2,"right","barrel","left","cutter",-6.45576863084536
"50152",0.9,-2,"right","barrel","left","fastball",-5.79417760712909
"50153",0.9,-2,"right","barrel","left","sinker",-7.16985879437899
"50154",0.9,-2,"right","barrel","left","slider",-7.31935221627681
"50155",0.9,-2,"right","barrel","left","splitter",-8.03631148529221
"50156",0.9,-2,"right","barrel","right","changeup",-4.76429116139952
"50157",0.9,-2,"right","barrel","right","curveball",-8.523701537463
"50158",0.9,-2,"right","barrel","right","cutter",-7.83997121214801
"50159",0.9,-2,"right","barrel","right","fastball",-5.73458051964549
"50160",0.9,-2,"right","barrel","right","sinker",-5.19387053973671
"50161",0.9,-2,"right","barrel","right","slider",-7.51812457561813
"50162",0.9,-2,"right","barrel","right","splitter",-7.61062064897018
"50163",0.9,-2,"right","benefit","left","changeup",-2.60829129605206
"50164",0.9,-2,"right","benefit","left","curveball",-3.57861368552029
"50165",0.9,-2,"right","benefit","left","cutter",-4.03431173706358
"50166",0.9,-2,"right","benefit","left","fastball",-4.89262093560666
"50167",0.9,-2,"right","benefit","left","sinker",-3.60983947142119
"50168",0.9,-2,"right","benefit","left","slider",-2.06554581469359
"50169",0.9,-2,"right","benefit","left","splitter",-1.8439741070237
"50170",0.9,-2,"right","benefit","right","changeup",-2.01353193720996
"50171",0.9,-2,"right","benefit","right","curveball",-3.3332581103969
"50172",0.9,-2,"right","benefit","right","cutter",-3.76056047129622
"50173",0.9,-2,"right","benefit","right","fastball",-4.6632969568496
"50174",0.9,-2,"right","benefit","right","sinker",-3.75614072598279
