"","term","estimate","std.error","statistic","p.value","Response","Hand","Pitch"
"84","release_spin_rate",0.000707340864702395,0.000134881283084499,5.24417360605376,0.000000156984336184993,"whiff","left","fastball"
"85","pred_bwhiff",15.9156568286784,0.593719082464674,26.806712633538,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269849205184545,"whiff","left","fastball"
"86","(Intercept)",0.742674670878895,1.81211613518201,0.409838341185732,0.681924538451485,"barrel","left","fastball"
"87","pitch_speed",-0.0612782320053767,0.0195605836924505,-3.13274046259813,0.00173182503967158,"barrel","left","fastball"
"88","pfx_x",-0.645932066360025,0.149355871476851,-4.32478522587001,0.000015268054108942,"barrel","left","fastball"
"89","zone1",0.57291760823862,0.277434684147514,2.06505401442163,0.0389178898239118,"barrel","left","fastball"
"90","zone2",0.0511605039477741,0.200651988921567,0.254971327335171,0.798745244946298,"barrel","left","fastball"
"91","zone3",-0.20383949776847,0.282360639794051,-0.721911870992879,0.470348662310174,"barrel","left","fastball"
"92","zone4",-0.0734687434235607,0.236861723849747,-0.310175668020408,0.756427372771876,"barrel","left","fastball"
"93","zone6",-0.16895693833815,0.211255564990289,-0.79977508921915,0.423841118396277,"barrel","left","fastball"
"94","zone7",0.0859123299046124,0.349872457637271,0.245553281000706,0.806028058350394,"barrel","left","fastball"
"95","zone8",0.237584684358995,0.237537336864535,1.00019932653571,0.317214055104146,"barrel","left","fastball"
"96","zone9",0.0574977937087635,0.314397317115759,0.182882583847219,0.854890148502313,"barrel","left","fastball"
"97","zone11",-0.0596240863036784,0.478968841162955,-0.124484269496339,0.900931854621781,"barrel","left","fastball"
"98","zone12",-0.258540103746594,0.443937845882139,-0.582379056313288,0.560311385528414,"barrel","left","fastball"
"99","zone13",-13.4214622102704,230.519599608273,-0.058222651059076,0.953571278388316,"barrel","left","fastball"
"100","zone14",-0.0479917470402573,0.516329866954823,-0.0929478422840422,0.925944997581282,"barrel","left","fastball"
"101","dist_x",0.501975529256604,0.188928410072801,2.65696159229401,0.0078848425528988,"barrel","left","fastball"
"102","dist_z",0.00484258520128078,0.20366863781645,0.0237767839624135,0.981030658527901,"barrel","left","fastball"
"103","I(dist_x^2)",-1.063661683438,0.155727790509295,-6.83026247248088,0.00000000000847594101829712,"barrel","left","fastball"
"104","I(dist_z^2)",-1.1105501915425,0.17280358163176,-6.42666188429506,0.000000000130436503762782,"barrel","left","fastball"
"105","pred_bbarrel",83.1484893256359,5.11821789173516,16.2455938931211,0.0000000000000000000000000000000000000000000000000000000000240005856433487,"barrel","left","fastball"
"106","(Intercept)",-3.92530679227301,0.529470008610516,-7.41365276302272,0.000000000000122867364325993,"strike","left","fastball"
"107","pitch_speed",-0.0198533932870482,0.00553210951382206,-3.58875637538343,0.000332259150286749,"strike","left","fastball"
"108","pfx_total",0.552618297537271,0.0566363934054408,9.75730028537064,0.000000000000000000000171664079877961,"strike","left","fastball"
"109","zone1",-0.646352945234603,0.0994463568376082,-6.4995135647862,0.0000000000805801359529804,"strike","left","fastball"
"110","zone2",-0.866380328421669,0.0829397965286583,-10.4458940663341,0.000000000000000000000000153006789874229,"strike","left","fastball"
"111","zone3",-0.68780387392631,0.103611894691422,-6.63827136811596,0.0000000000317383156535889,"strike","left","fastball"
"112","zone4",-0.245991972872404,0.0825760216454354,-2.978975833065,0.00289213587846417,"strike","left","fastball"
"113","zone6",-0.436768438300287,0.0873538675156493,-4.99998970534465,0.000000573333755076227,"strike","left","fastball"
"114","zone7",0.602296011015351,0.110837676969757,5.43403675971748,0.0000000550932234563788,"strike","left","fastball"
"115","zone8",0.222007620282519,0.0881620747271637,2.51817599539903,0.0117964360549546,"strike","left","fastball"
"116","zone9",0.435611722446575,0.110684934370242,3.93560085593449,0.0000829888029147116,"strike","left","fastball"
"117","zone11",-1.06859506491335,0.112959259824836,-9.46000413397187,0.00000000000000000000307931031700718,"strike","left","fastball"
"118","zone12",-0.772933739337415,0.1184326040381,-6.52635940596868,0.0000000000673875107922678,"strike","left","fastball"
"119","zone13",-0.821832534047193,0.126989731978603,-6.47164555151329,0.0000000000969413133519408,"strike","left","fastball"
"120","zone14",-0.958295585561014,0.148777355645601,-6.44113871632285,0.000000000118580430514936,"strike","left","fastball"
"121","dist_x",-0.369851110214723,0.0417864605596594,-8.8509796058625,0.000000000000000000867544123183635,"strike","left","fastball"
"122","dist_z",0.235001276892921,0.04645577990044,5.05860147857932,0.000000422342475015554,"strike","left","fastball"
"123","dist_prop",3.80373208100385,0.184243776083088,20.6451048815266,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108027837808138,"strike","left","fastball"
"124","I(dist_x^2)",-2.10466669891784,0.0774978503155774,-27.1577429612237,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000205131049145807,"strike","left","fastball"
"125","I(dist_z^2)",-1.94697922566892,0.0780551207955578,-24.943645027063,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000250285694540953,"strike","left","fastball"
"126","release_spin_rate",0.000442423196533647,0.0000866149676666435,5.10793005472691,0.00000032570716693992,"strike","left","fastball"
"127","pred_bstrike",7.394041633401,0.408290130651717,18.1097731203998,0.00000000000000000000000000000000000000000000000000000000000000000000000026684592345097,"strike","left","fastball"
"128","(Intercept)",-7.22772962737543,0.325420118669875,-22.2104572296209,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272154140032965,"whiff","right","slider"
"129","pfx_x",0.305691717465356,0.129948557942779,2.35240561576653,0.0186524227991564,"whiff","right","slider"
"130","pfx_z",0.412635859425515,0.0863451500233602,4.77891183597317,0.000001762464503132,"whiff","right","slider"
"131","pfx_total",-0.500071833964434,0.140797427684612,-3.55171143527281,0.00038273435220344,"whiff","right","slider"
"132","zone1",0.332654339794507,0.294427399494025,1.12983486036345,0.25854581604356,"whiff","right","slider"
"133","zone2",0.442224581451718,0.201977350375602,2.18947610031197,0.0285622537882414,"whiff","right","slider"
"134","zone3",-0.335311709499894,0.238328566619176,-1.40693041651061,0.159448023192427,"whiff","right","slider"
"135","zone4",-0.820605896003372,0.288061906645357,-2.84871368644258,0.00438963641985757,"whiff","right","slider"
"136","zone6",-0.45567723554782,0.170154692780089,-2.67801744461286,0.0074059361066526,"whiff","right","slider"
"137","zone7",-0.332114485500475,0.273389098051973,-1.21480515451036,0.224440414451434,"whiff","right","slider"
"138","zone8",0.00975572899552669,0.1670148868948,0.0584123318400451,0.953420192157322,"whiff","right","slider"
"139","zone9",-0.0535779154114537,0.19102375491506,-0.280477762754049,0.779110983821093,"whiff","right","slider"
"140","zone11",0.768534761268138,0.356015421841393,2.15871199425323,0.0308725176755066,"whiff","right","slider"
"141","zone12",-0.567553356337372,0.254374914656698,-2.23116873416287,0.025669954179139,"whiff","right","slider"
"142","zone13",-0.00796123682793889,0.260107338447654,-0.0306075056376815,0.975582556322347,"whiff","right","slider"
"143","zone14",0.0799621397813024,0.220387280652806,0.362825565724336,0.716735192713028,"whiff","right","slider"
"144","dist_x",0.563815989840055,0.0974305502195749,5.78685010573591,0.00000000717185212145167,"whiff","right","slider"
"145","dist_z",-0.521204597355336,0.0933756696189968,-5.5818030487173,0.0000000238037845767037,"whiff","right","slider"
"146","dist_prop",1.51769997315974,0.293510724085081,5.17085015510303,0.000000233031376646938,"whiff","right","slider"
"147","I(dist_x^2)",-0.720500160374877,0.085291932827978,-8.44745964226214,0.0000000000000000297709726638195,"whiff","right","slider"
"148","I(dist_z^2)",-0.577356251286005,0.0938977197176983,-6.14877819207768,0.000000000780820810647495,"whiff","right","slider"
"149","release_spin_rate",0.000455143974282886,0.0000951370570741783,4.78408717150048,0.00000171766132733656,"whiff","right","slider"
"150","pred_bwhiff",19.6740738926092,1.02673364333299,19.1618089271363,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000771449644996998,"whiff","right","slider"
"151","(Intercept)",-5.41782730100389,0.219767726151516,-24.6525156167318,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345848397202137,"barrel","right","slider"
"152","dist_x",-0.495224036746611,0.122584907952619,-4.03984507569254,0.0000534865201734443,"barrel","right","slider"
"153","dist_z",-0.220923562058067,0.153836427103046,-1.4360939487374,0.150975609768406,"barrel","right","slider"
"154","I(dist_x^2)",-1.16983376552523,0.154215762122518,-7.58569519369779,0.0000000000000330709042049147,"barrel","right","slider"
"155","I(dist_z^2)",-1.64693330660731,0.205833313678951,-8.00129618073448,0.00000000000000123116247743578,"barrel","right","slider"
"156","pred_bbarrel",159.424262793514,10.8277207002029,14.7237139937056,0.000000000000000000000000000000000000000000000000454024577064678,"barrel","right","slider"
"157","(Intercept)",-4.69510687999537,0.632620563658062,-7.42167920190012,0.000000000000115644645801024,"strike","right","slider"
"158","pitch_speed",-0.0210599297904792,0.00684051533212484,-3.07870515128828,0.00207902331529966,"strike","right","slider"
"159","pfx_x",0.210564970325004,0.103234033202598,2.03968559391424,0.0413816506775893,"strike","right","slider"
"160","pfx_z",0.227835692663499,0.0695177630207456,3.27737376410556,0.00104777570413322,"strike","right","slider"
"161","pfx_total",-0.451714443202622,0.109418995416343,-4.12830004044393,0.000036545504877072,"strike","right","slider"
"162","zone1",0.753049188536327,0.169936909423703,4.43134567463948,0.0000093646824187362,"strike","right","slider"
"163","zone2",0.40384795981056,0.124646317481198,3.23995099070198,0.00119550245627769,"strike","right","slider"
"164","zone3",0.138537535388435,0.148281539131248,0.934287141879558,0.35015579517623,"strike","right","slider"
"165","zone4",0.166396357962423,0.133648278727061,1.24503180697329,0.213120058737366,"strike","right","slider"
"166","zone6",-0.340335848706296,0.108458413848871,-3.13793864974394,0.00170140484333551,"strike","right","slider"
"167","zone7",0.0709594994900539,0.162119498971562,0.437698734206557,0.661604687202033,"strike","right","slider"
"168","zone8",-0.213785113646832,0.108722809305637,-1.96633176618762,0.0492602996906428,"strike","right","slider"
"169","zone9",-0.265763250362567,0.128524003075377,-2.06781024558269,0.0386578698859101,"strike","right","slider"
"170","zone11",-0.930476951904592,0.232437913944325,-4.00312038649369,0.0000625124716516262,"strike","right","slider"
"171","zone12",-0.830176028723585,0.169842400699479,-4.88791977329917,0.00000101907039729328,"strike","right","slider"
"172","zone13",-0.983562948372928,0.185698188225604,-5.29656728356446,0.000000117999871596556,"strike","right","slider"
"173","zone14",-0.581701719327476,0.150606661333435,-3.86239037621065,0.000112282954505836,"strike","right","slider"
"174","dist_x",0.231133203480327,0.0667511060688867,3.4626123384652,0.000534958543861308,"strike","right","slider"
"175","dist_z",-0.235272178029058,0.0605308910402426,-3.88681174167158,0.000101569463334132,"strike","right","slider"
"176","dist_prop",1.60214047408515,0.198546743715433,8.06933643989355,0.000000000000000706812498517708,"strike","right","slider"
"177","I(dist_x^2)",-0.773193101970195,0.0641302120470379,-12.0566122782048,0.00000000000000000000000000000000178995192154402,"strike","right","slider"
"178","I(dist_z^2)",-0.666186744291481,0.0680459433969936,-9.79024922036593,0.0000000000000000000001239898937895,"strike","right","slider"
"179","release_spin_rate",0.000376081578974146,0.0000795901417009028,4.72522816189282,0.00000229857129564431,"strike","right","slider"
"180","pred_bstrike",13.2223640088939,0.826271733864994,16.0024401985102,0.00000000000000000000000000000000000000000000000000000000122863515333301,"strike","right","slider"
"181","(Intercept)",-16.5816904545123,1.24038433691379,-13.3681875536814,0.0000000000000000000000000000000000000000927739594637124,"whiff","left","slider"
"182","pitch_speed",0.0532208077610384,0.0119531725371045,4.45244202707128,0.00000848991663558449,"whiff","left","slider"
"183","zone1",0.345792141598584,0.35064433597447,0.986162062585722,0.324053592478016,"whiff","left","slider"
"184","zone2",0.561631723224763,0.283956195310738,1.9778815623662,0.0479420693997308,"whiff","left","slider"
"185","zone3",-0.697691834408298,0.38138673346734,-1.82935527952244,0.0673464024078979,"whiff","left","slider"
"186","zone4",0.124919907411469,0.268456575987742,0.465326308181676,0.641697797651786,"whiff","left","slider"
"187","zone6",-1.12097738029239,0.284822123237032,-3.93571035687948,0.0000829509690502515,"whiff","left","slider"
"188","zone7",-0.576908956464018,0.322105271205685,-1.79105717303094,0.0732841207635066,"whiff","left","slider"
"189","zone8",-0.648521945857137,0.259330493715556,-2.5007546801205,0.0123928990762762,"whiff","left","slider"
"190","zone9",-0.804713696443054,0.305952853398297,-2.63018856501873,0.00853375195153145,"whiff","left","slider"
"191","zone11",0.181987971395121,0.426829393516489,0.426371693607579,0.669837024129936,"whiff","left","slider"
"192","zone12",-1.27090442081909,0.414702714630223,-3.06461562942097,0.00217949905570598,"whiff","left","slider"
"193","zone13",-0.674460960945591,0.35348589387638,-1.90802793726604,0.0563876055414293,"whiff","left","slider"
"194","zone14",-0.5515558380148,0.344692803954728,-1.60013737358799,0.109568111562069,"whiff","left","slider"
"195","dist_x",0.67790687762163,0.100418358969778,6.75082608973579,0.0000000000147005723022826,"whiff","left","slider"
"196","dist_z",-0.349603832955941,0.126158486875264,-2.77114795536193,0.00558590387581783,"whiff","left","slider"
"197","dist_prop",2.74504372595414,0.4708052770204,5.83052879807717,0.00000000552520020542267,"whiff","left","slider"
"198","I(dist_x^2)",-1.1056525142212,0.147506644090386,-7.49561161152645,0.0000000000000659899242208308,"whiff","left","slider"
"199","I(dist_z^2)",-0.913084210919587,0.152465943741117,-5.98877486024015,0.00000000211427593528776,"whiff","left","slider"
"200","release_spin_rate",0.000301651560978287,0.000149655851138393,2.01563492963156,0.0438381644559561,"whiff","left","slider"
"201","pred_bwhiff",50.082877255696,3.3840648519599,14.7996210021478,0.000000000000000000000000000000000000000000000000147310304808312,"whiff","left","slider"
"202","(Intercept)",2.63748571920305,3.34451275145356,0.788600886050374,0.43034531291598,"barrel","left","slider"
"203","pitch_speed",-0.10333078329263,0.03836657318531,-2.69325026224114,0.00707591337103312,"barrel","left","slider"
"204","pfx_x",-0.669681571722298,0.285469616873719,-2.34589438643672,0.0189814851733355,"barrel","left","slider"
"205","pfx_z",0.794476054380256,0.293741071627048,2.70468154139838,0.00683698995700067,"barrel","left","slider"
"206","zone1",0.266845969236199,0.918206397579599,0.29061654322994,0.771344606258853,"barrel","left","slider"
"207","zone2",0.562249055088263,0.646424684863707,0.869782773234917,0.384419127432286,"barrel","left","slider"
"208","zone3",0.47996553849481,0.903837092335517,0.531031026016623,0.595397279312957,"barrel","left","slider"
"209","zone4",-0.578624428555526,0.47684112791806,-1.21345327547954,0.224956568149946,"barrel","left","slider"
"210","zone6",0.0282322465818811,0.384124326548863,0.0734976793465066,0.941410090695457,"barrel","left","slider"
"211","zone7",-0.798806143104157,0.618910090357787,-1.29066589081198,0.196819557106114,"barrel","left","slider"
"212","zone8",-0.343890684341003,0.35778146509494,-0.961175236536495,0.336464065360256,"barrel","left","slider"
"213","zone9",0.559178116827375,0.446620119657076,1.2520217791727,0.210561928060181,"barrel","left","slider"
"214","zone11",-12.1144585488827,347.237104443594,-0.0348881452870501,0.972168933550263,"barrel","left","slider"
"215","zone12",1.96136022674503,0.990216522900563,1.9807387388364,0.0476205800322187,"barrel","left","slider"
"216","zone13",-0.342665474462556,1.00244512975144,-0.341829656599281,0.732479089775564,"barrel","left","slider"
"217","zone14",0.380695906349421,0.706164871007254,0.53910343317759,0.589815486807323,"barrel","left","slider"
"218","dist_x",0.0855053881400592,0.382225252770197,0.223704183646566,0.822987490366634,"barrel","left","slider"
"219","dist_z",-1.33684701929298,0.543933044808217,-2.45774187108697,0.0139813626923265,"barrel","left","slider"
"220","I(dist_x^2)",-1.38748519052814,0.318584553237739,-4.3551552529063,0.0000132972639548562,"barrel","left","slider"
"221","I(dist_z^2)",-2.25233995997499,0.458731948496794,-4.90992608506038,0.00000091110728493593,"barrel","left","slider"
"222","pred_bbarrel",209.48131924227,17.3596236767448,12.0671578568201,0.00000000000000000000000000000000157479725754944,"barrel","left","slider"
"223","(Intercept)",-10.1869576006393,0.63831222174746,-15.9592081328965,0.00000000000000000000000000000000000000000000000000000000245830583154564,"strike","left","slider"
"224","pfx_x",0.206321199926108,0.121231720469152,1.70187471668034,0.0887788562987512,"strike","left","slider"
"225","pfx_total",-0.190782227546933,0.140777016533669,-1.35520862882688,0.175351096280653,"strike","left","slider"
"226","zone1",0.988619385711712,0.219398001370401,4.50605465654477,0.0000066044082541576,"strike","left","slider"
"227","zone2",0.470728496372395,0.184392589268301,2.55286016775577,0.0106842380768219,"strike","left","slider"
"228","zone3",-0.204106829539447,0.23659312959228,-0.862691278868426,0.388307228655253,"strike","left","slider"
"229","zone4",0.506562715539378,0.155013678816513,3.26785816198186,0.00108364658036096,"strike","left","slider"
"230","zone6",-0.83682359068824,0.169907806996427,-4.92516268370081,0.000000842901977111472,"strike","left","slider"
"231","zone7",0.28982265935192,0.190458875085023,1.521707293622,0.128082439265326,"strike","left","slider"
"232","zone8",-0.635764018789204,0.155557502588096,-4.08700325096281,0.0000436980998442367,"strike","left","slider"
"233","zone9",-0.788225310347117,0.193234101637446,-4.07912114718766,0.0000452062756994261,"strike","left","slider"
"234","zone11",-0.946193133616975,0.265816099456832,-3.55957797721968,0.000371451231382927,"strike","left","slider"
"235","zone12",-1.58586430430901,0.294389273984443,-5.38696360381938,0.0000000716579377854789,"strike","left","slider"
"236","zone13",-1.2370533302802,0.225880575205961,-5.47658128261911,0.0000000433621638733641,"strike","left","slider"
"237","zone14",-0.837324076798836,0.222491974250006,-3.76339002618569,0.000167625459702519,"strike","left","slider"
"238","dist_x",0.133133504108621,0.0647516206384744,2.05606443199222,0.039776306054193,"strike","left","slider"
"239","dist_z",-0.1197892825124,0.0840274313344233,-1.42559733898858,0.15398460481367,"strike","left","slider"
"240","dist_prop",2.06353493394857,0.304227950422897,6.7828578244705,0.0000000000117821575476206,"strike","left","slider"
"241","I(dist_x^2)",-0.893816036285755,0.100784791705598,-8.86856063459133,0.000000000000000000740974153369598,"strike","left","slider"
"242","I(dist_z^2)",-0.769703368876658,0.104727173703832,-7.3496050896339,0.000000000000198793306626466,"strike","left","slider"
