"Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Strike Prop","Barrel Prop","Good Outcome Prop"
"Alek Manoah","SI","R","R",365,93.0241095890411,2179.27945205479,-1.20882191780822,0.900301369863014,0.0712328767123288,0.717808219178082,0,0.608219178082192
"Alek Manoah","SL","R","L",331,81.4166163141994,2210.81268882175,1.20673716012085,0.0277945619335348,0.123867069486405,0.643504531722054,0.0241691842900302,0.495468277945619
"Alek Manoah","SL","R","R",467,81.5248394004283,2219.51716738197,1.20845824411135,0.0485438972162741,0.143468950749465,0.612419700214133,0.00856531049250535,0.509635974304068
"Alex Cobb","FS","R","L",590,89.5683050847458,1580.79626485569,-1.08316949152542,0.167898305084746,0.132203389830508,0.598305084745763,0.00338983050847458,0.48135593220339
"Alex Cobb","FS","R","R",438,89.7474885844749,1574.34782608696,-1.08611872146119,0.137465753424658,0.171232876712329,0.643835616438356,0.0114155251141553,0.481735159817352
"Alex Cobb","KC","R","L",168,83.5738095238095,2607.7245508982,0.495535714285714,-1.07261904761905,0.0892857142857143,0.625,0,0.553571428571429
"Alex Cobb","KC","R","R",202,84.0618811881188,2611.91089108911,0.486287128712871,-1.09148514851485,0.108910891089109,0.628712871287129,0.0148514851485149,0.554455445544555
"Alex Cobb","SI","R","L",387,94.7111111111111,2085.72727272727,-1.34390180878553,0.750439276485788,0.0594315245478036,0.664082687338501,0.0103359173126615,0.550387596899225
"Alex Cobb","SI","R","R",627,94.869696969697,2093.53354632588,-1.29942583732057,0.747113237639553,0.0334928229665072,0.671451355661882,0.00318979266347687,0.54066985645933
"Alex Wood","CH","L","L",126,85.6714285714286,1654.784,1.17412698412698,0.0446031746031746,0.134920634920635,0.746031746031746,0.00793650793650794,0.634920634920635
"Alex Wood","CH","L","R",289,85.6588235294118,1673.42253521127,1.17318339100346,0.0115916955017301,0.0899653979238754,0.543252595155709,0.0069204152249135,0.42560553633218
"Alex Wood","SI","L","L",210,92.4585714285714,2036.17788461538,1.30880952380952,0.852095238095238,0.0523809523809524,0.642857142857143,0.00952380952380952,0.5
"Alex Wood","SI","L","R",809,92.3815822002472,2041.92652552927,1.2961433868974,0.881372064276885,0.101359703337454,0.673671199011125,0.0210135970333745,0.531520395550062
"Alex Wood","SL","L","L",201,84.6228855721393,2074.09644670051,-0.243482587064677,-0.233134328358209,0.154228855721393,0.616915422885572,0,0.477611940298507
"Alex Wood","SL","L","R",604,84.4367549668874,2065.1243697479,-0.263725165562914,-0.215993377483444,0.114238410596026,0.695364238410596,0.0165562913907285,0.536423841059603
"Austin Gomber","CH","L","R",356,82.0258426966292,1644.5308988764,0.815898876404494,0.880140449438202,0.137640449438202,0.668539325842696,0.0168539325842697,0.558988764044944
