"","first_name","last_name","player_id","pitch_hand","team","pitch_type","pitch_name","pitches","pitch_usage","pitch_speed","spin_rate","pitcher_break_x","pitcher_break_z","rv100","run_value","PA","AVG","SLG","wOBA","whiff_percent","k_percent","put_away","xBA","xSLG","xwOBA","hard_hit_percent"
"1253","Austin","Pruitt",643493,"R","OAK","CU","Curveball",157,19.4,80.9,2899,8,52.4,-0.7,-1,48,0.222,0.444,0.292,23.5,18.8,13.2,0.271,0.424,0.34,43.2
"1254","Erich","Uelmen",657272,"R","CHC","SI","Sinker",143,30.9,93.3,2010,15.1,30.7,2.8,4,48,0.283,0.37,0.288,15.8,6.3,14.3,0.24,0.359,0.265,47.7
"1255","Josh","Rogers",642028,"L","WSH","FF","4-Seamer",175,41.8,90.4,2100,11.7,18.3,0.8,1,47,0.175,0.375,0.3,13.4,8.5,10.8,0.199,0.392,0.319,47.2
"1256","Tylor","Megill",656731,"R","NYM","CH","Changeup",144,18.2,89.1,1546,15.3,27.5,-3.4,-5,47,0.311,0.644,0.413,24.3,17,19,0.301,0.573,0.384,40.5
"1257","Julian","Merryweather",657240,"R","TOR","SL","Slider",143,34.3,87.7,2345,1.7,36.4,2.3,3,47,0.182,0.227,0.198,33.8,31.9,27.3,0.134,0.191,0.162,23.3
"1258","Mychal","Givens",571710,"R","NYM","CH","Changeup",191,18.6,82.1,2067,9.2,43.6,0.4,1,47,0.22,0.366,0.3,28.7,34,19.5,0.202,0.382,0.294,34.6
"1259","Jeremy","Beasley",676886,"R","TOR","FF","4-Seamer",166,61.3,95.4,2440,9.2,13,0.7,1,47,0.244,0.39,0.312,23.1,23.4,20.4,0.196,0.343,0.275,38.7
"1260","Josh","Winder",680739,"R","MIN","CH","Changeup",158,14.2,88.9,1516,12.4,24.2,-0.8,-1,47,0.356,0.444,0.351,31.5,14.9,16.3,0.268,0.344,0.278,33.3
"1261","Génesis","Cabrera",650893,"L","STL","CU","Curveball",218,29.6,79.3,2402,9.1,53.8,1.8,4,47,0.116,0.233,0.194,26,29.8,21.9,0.186,0.291,0.247,31
"1262","Nick","Lodolo",666157,"L","CIN","CH","Changeup",174,9.8,88.3,1962,17.9,32.9,-0.6,-1,47,0.37,0.457,0.379,27.5,6.4,14.3,0.336,0.468,0.359,23.3
"1263","David","Bednar",670280,"R","PIT","FS","Splitter",142,16.9,89.8,1562,4.5,28.8,2.8,4,47,0.182,0.205,0.21,30.9,29.8,24.1,0.198,0.232,0.224,36.7
"1264","Hayden","Wesneski",669713,"R","CHC","ST","Sweeper",158,31.9,81.2,2566,18.1,40.3,1.1,2,47,0.119,0.31,0.232,33.3,42.6,28.2,0.154,0.299,0.248,18.2
"1265","Kyle","Crick",605195,"R","CWS","SL","Slider",160,57.3,79.7,3053,20.2,40.1,-0.6,-1,47,0.216,0.27,0.317,28,31.9,24.2,0.192,0.288,0.311,18.2
"1266","Richard","Bleier",542947,"L","MIA","FC","Cutter",176,22.9,87.3,1995,0.9,29.6,-1,-2,47,0.311,0.489,0.378,18.2,17,11.6,0.295,0.414,0.323,29.7
"1267","Clarke","Schmidt",657376,"R","NYY","CU","Curveball",168,18.1,83.5,2913,15,48.8,4,7,47,0.068,0.091,0.095,24.3,38.3,20.7,0.176,0.236,0.2,29.6
"1268","MacKenzie","Gore",669022,"L","SD","CU","Curveball",227,18,80.8,2293,0.6,52.3,-0.2,0,47,0.25,0.4,0.361,31.9,25.5,23.1,0.251,0.474,0.367,28.6
"1269","Elvis","Peguero",665625,"R","LAA","SL","Slider",193,62.7,91,2525,1.2,30.4,-1.8,-4,47,0.273,0.477,0.363,30.6,21.3,14.3,0.234,0.392,0.298,29.4
"1270","George","Kirby",669923,"R","SEA","SL","Slider",187,8.9,85.5,2188,10.1,38.1,-1,-2,47,0.283,0.37,0.333,14,19.1,12.3,0.205,0.251,0.21,32.4
"1271","Touki","Toussaint",657053,"R","LAA","SI","Sinker",171,39.7,91.9,2206,15.5,25.7,-2,-3,47,0.273,0.455,0.428,20,14.9,33.3,0.27,0.409,0.414,53.8
"1272","Daniel","Hudson",543339,"R","LAD","SL","Slider",170,41.9,88.8,2469,1.5,28.8,2.8,5,46,0.116,0.116,0.163,41.4,37,27.9,0.161,0.19,0.191,30.8
"1273","Andrés","Machado",600921,"R","WSH","CH","Changeup",156,15.6,88.9,1519,11.6,29.4,1.2,2,46,0.158,0.184,0.251,44.2,32.6,27.3,0.198,0.259,0.273,45.8
"1274","Jared","Koenig",657649,"L","OAK","CU","Curveball",144,22.1,77.6,2210,10,54,0.1,0,46,0.146,0.22,0.221,20,26.1,16.9,0.195,0.24,0.239,30
"1275","Michael","Lorenzen",547179,"R","LAA","ST","Sweeper",268,16.2,83,2474,11.7,40.3,0.4,1,46,0.205,0.409,0.277,31.8,28.3,19.7,0.265,0.493,0.342,38.7
"1276","Jaime","Barria",642545,"R","LAA","CH","Changeup",154,13.7,85,1611,13.8,27.9,3.2,5,46,0.114,0.205,0.152,27.7,15.2,14,0.172,0.284,0.194,17.9
"1277","Heath","Hembree",592390,"R","LAD","SL","Slider",178,44.9,84.2,2645,8.4,31.8,-0.1,0,46,0.237,0.474,0.323,24.4,19.6,15.8,0.243,0.462,0.344,37.5
"1278","Michael","Lorenzen",547179,"R","LAA","FC","Cutter",182,11,90.5,2495,0,24.5,-3.6,-7,46,0.325,0.725,0.472,10.8,10.9,11.4,0.276,0.596,0.414,40
"1279","Tony","Santillan",663574,"R","CIN","FF","4-Seamer",202,49.5,96.2,2206,11.1,15.7,-2.1,-4,46,0.35,0.475,0.417,20.8,19.6,15,0.271,0.37,0.326,46.9
"1280","Chase","Silseth",681217,"R","LAA","FF","4-Seamer",200,39.9,95.4,2348,7.2,14.1,-1.6,-3,46,0.333,0.75,0.501,20.5,8.7,9.5,0.409,0.806,0.555,57.6
"1281","A.J.","Puk",640462,"L","OAK","SI","Sinker",179,16.7,96.2,2176,17.2,23.5,-2.7,-5,46,0.306,0.389,0.364,15.5,8.7,20,0.273,0.314,0.34,20.6
"1282","Brett","Martin",656685,"L","TEX","SL","Slider",136,18.1,86.8,2207,2.6,33.2,2,3,46,0.209,0.326,0.261,27.2,19.6,18,0.232,0.36,0.285,29.4
"1283","Chad","Green",643338,"R","NYY","FF","4-Seamer",152,63.1,94.6,2410,4.6,11.8,0.5,1,46,0.286,0.429,0.342,25.5,26.1,20.3,0.271,0.412,0.331,56.7
"1284","Tommy","Henry",674072,"L","AZ","SL","Slider",154,19.9,85.7,2193,1.4,31.3,-1.9,-3,46,0.244,0.561,0.375,25.5,19.6,17.6,0.257,0.505,0.366,31.3
"1285","Jhoulys","Chacín",468504,"R","COL","CU","Curveball",194,24.7,79.8,2564,14.7,43.9,0.7,1,46,0.182,0.364,0.253,32.5,43.5,24.7,0.131,0.201,0.156,28
"1286","Chris","Bassitt",605135,"R","NYM","SL","Slider",224,7.8,82.7,2346,6.8,38.8,-0.8,-2,46,0.295,0.545,0.391,24.2,10.9,11.9,0.264,0.466,0.328,41
"1287","Junior","Fernández",658551,"R","PIT","SI","Sinker",140,42,98.7,2059,15.1,16.5,-1.7,-2,46,0.282,0.462,0.386,13.8,10.9,20,0.22,0.332,0.31,35.3
"1288","Kyle","Nelson",669459,"L","AZ","FF","4-Seamer",213,35.9,91.9,2148,3.9,17.4,0,0,46,0.135,0.162,0.262,12.8,10.9,10.9,0.197,0.242,0.291,37.5
"1289","Wily","Peralta",503449,"R","DET","FF","4-Seamer",191,27.5,95.4,1944,7.1,13.7,0.1,0,46,0.242,0.242,0.324,9.9,8.7,8.3,0.225,0.29,0.337,45.2
"1290","Michael","Fulmer",605242,"R","MIN","SI","Sinker",135,12.9,94.5,2188,15.1,20.3,0.8,1,45,0.27,0.27,0.309,11.1,20,24.3,0.268,0.351,0.353,51.7
"1291","Brock","Burke",656271,"L","TEX","CH","Changeup",176,13.2,88.1,1991,16.9,26.8,0,0,45,0.244,0.333,0.271,33.7,24.4,20,0.211,0.309,0.226,17.6
"1292","Raisel","Iglesias",628452,"R","ATL","SL","Slider",255,26,84.1,2561,8.4,32.7,-0.5,-1,45,0.256,0.442,0.316,44.7,33.3,22.7,0.234,0.406,0.295,28.6
"1293","Freddy","Peralta",642547,"R","MIL","CH","Changeup",141,10.4,85.9,1694,14.7,33.4,0.7,1,45,0.15,0.2,0.223,37.9,31.1,24.6,0.175,0.267,0.237,25.9
"1294","Evan","Phillips",623465,"R","LAD","FF","4-Seamer",172,18.6,96.1,2321,5.3,15.5,2.7,5,45,0.105,0.158,0.204,31.6,44.4,34.5,0.147,0.244,0.25,33.3
"1295","Drew","Hutchison",571800,"R","DET","CH","Changeup",180,10.2,86.5,1738,13.3,26.9,-1.7,-3,45,0.286,0.595,0.391,24.1,20,17.3,0.288,0.481,0.356,33.3
"1296","Trevor","Williams",592866,"R","NYM","SI","Sinker",178,12.7,89,1918,15.6,30.9,1.6,3,45,0.231,0.333,0.313,24.7,22.2,32.3,0.203,0.279,0.276,31
"1297","Anthony","Bender",669622,"R","MIA","SI","Sinker",163,59.5,97.6,2231,17.3,26.6,-0.6,-1,45,0.263,0.342,0.361,23.1,13.3,23.1,0.215,0.255,0.284,28.1
"1298","Garrett","Hill",682051,"R","DET","SL","Slider",189,18.5,82.6,2527,6,37.6,-1.5,-3,45,0.25,0.591,0.376,23.1,13.3,14.3,0.265,0.535,0.35,39.5
"1299","Jimmy","Yacabonis",642231,"R","TB","SI","Sinker",173,59.2,93.7,2239,17.7,23.3,-0.3,-1,45,0.297,0.514,0.429,28.6,33.3,37.5,0.279,0.481,0.394,45.5
"1300","JT","Chargois",608638,"R","TB","SI","Sinker",194,58.1,96.5,2228,18.9,21.3,2.8,5,45,0.195,0.341,0.27,13.6,8.9,10,0.222,0.35,0.288,40.5
"1301","Brayan","Bello",678394,"R","BOS","FF","4-Seamer",186,18.7,97,2202,9.5,15.7,-5,-9,45,0.378,0.514,0.463,20.3,20,17.6,0.289,0.474,0.394,42.9
"1302","Chase","Silseth",681217,"R","LAA","FS","Splitter",137,27.3,86.3,1296,11,31.5,-1.6,-2,45,0.214,0.405,0.291,28.4,26.7,18.2,0.25,0.381,0.302,46.7
"1303","Manny","Bañuelos",544365,"L","PIT","CU","Curveball",185,25.8,81.7,2465,10.3,39.5,2.6,5,45,0.146,0.146,0.187,37.2,37.8,28.3,0.167,0.196,0.193,36
"1304","Yerry","De Los Santos",660787,"R","PIT","SL","Slider",179,39.9,83.9,2185,5.2,38.7,-2,-4,45,0.262,0.452,0.323,34.1,35.6,25,0.235,0.405,0.295,37
"1305","Pierce","Johnson",572955,"R","SD","CU","Curveball",171,61.1,84.3,2880,9.9,43.2,0.5,1,45,0.225,0.3,0.282,30.6,33.3,30.6,0.199,0.252,0.253,36
"1306","Brusdar","Graterol",660813,"R","LAD","FC","Cutter",186,27.6,95.6,2321,0.2,22.3,0.2,0,45,0.302,0.372,0.306,14.6,13.3,20.7,0.239,0.279,0.234,10.5
"1307","Chris","Flexen",623167,"R","SEA","SL","Slider",134,6.1,81.1,2523,7,43.1,5.7,8,45,0.071,0.071,0.091,24.7,22.2,14.9,0.139,0.266,0.195,24.2
"1308","Calvin","Faucher",676534,"R","TB","ST","Sweeper",194,44.8,88,2780,10,35.2,-0.4,-1,45,0.31,0.429,0.355,30.4,24.4,16.9,0.23,0.376,0.29,25.8
"1309","Jack","Flaherty",656427,"R","STL","SL","Slider",166,25.1,83.8,2435,7.4,37.7,1.7,3,45,0.214,0.286,0.281,35.4,24.4,21.6,0.235,0.38,0.283,34.4
"1310","Wyatt","Mills",670090,"R","KC","FF","4-Seamer",194,38.6,91.9,2014,14,24.7,0.9,2,45,0.167,0.25,0.274,34.4,26.7,21.1,0.218,0.375,0.335,36
"1311","Anthony","Misiewicz",664948,"L","KC","FC","Cutter",173,37.2,88.9,2416,0.1,25.6,1.3,2,45,0.167,0.262,0.223,22.3,24.4,32.4,0.215,0.462,0.312,34.4
"1312","Ryan","Tepera",572193,"R","LAA","SI","Sinker",149,16.7,92.9,2182,16.2,19.9,1.9,3,44,0.132,0.132,0.223,24.3,15.9,25.9,0.177,0.226,0.238,28.1
"1313","Reiver","Sanmartin",665665,"L","CIN","FF","4-Seamer",197,19.1,90.9,2218,13.7,21.3,-0.5,-1,44,0.324,0.471,0.413,11.7,15.9,10.3,0.201,0.347,0.342,37
"1314","Derek","Law",571882,"R","CIN","FC","Cutter",177,50.3,90.7,2366,3.6,27,-0.8,-1,44,0.316,0.5,0.402,25.9,11.4,13.5,0.339,0.502,0.395,23.5
"1315","Jacob","Lemoine",621082,"R","OAK","SI","Sinker",171,57.4,93.1,2070,16.7,20.8,-2.1,-4,44,0.297,0.486,0.419,7.9,9.1,14.3,0.255,0.434,0.352,38.2
"1316","Zach","Logue",656657,"L","OAK","FC","Cutter",213,20.8,85.9,2247,1.1,29.1,-2.1,-5,44,0.341,0.585,0.409,25.5,11.4,17.9,0.282,0.44,0.331,24.3
"1317","Huascar","Brazoban",623211,"R","MIA","CH","Changeup",159,25.2,89,1840,15.7,31,1,2,44,0.2,0.314,0.319,45.9,36.4,23.5,0.169,0.277,0.296,42.1
"1318","Connor","Seabold",657756,"R","BOS","FF","4-Seamer",197,53.2,92.1,2113,11.7,16.7,-2.4,-5,44,0.425,0.575,0.46,20.8,15.9,14.6,0.352,0.54,0.415,42.4
"1319","Nathan","Eovaldi",543135,"R","BOS","FC","Cutter",175,10.1,90.6,2376,1.4,22.2,-2.1,-4,44,0.333,0.643,0.447,10.1,11.4,10.2,0.344,0.686,0.449,48.6
"1320","Sam","Selman",572125,"L","OAK","SL","Slider",139,47.1,79.3,2329,12.1,39.9,-1.1,-2,44,0.209,0.512,0.308,23.8,29.5,26.5,0.206,0.437,0.282,36.7
"1321","Chris","Paddack",663978,"R","MIN","FF","4-Seamer",190,51.8,93,2193,9.9,13.3,1.7,3,44,0.244,0.317,0.26,22.3,25,19.3,0.232,0.358,0.281,51.6
"1322","Mike","Baumann",657508,"R","BAL","SL","Slider",170,29.3,91.6,2314,2,25.3,1.2,2,44,0.22,0.317,0.265,22.2,22.7,22.7,0.218,0.303,0.259,35.5
"1323","Nick","Vespi",663989,"L","BAL","SL","Slider",165,37,83.7,2549,10.3,36.8,-2.7,-4,44,0.262,0.548,0.356,34.4,38.6,23.3,0.256,0.555,0.358,32
"1324","Tanner","Rainey",663432,"R","WSH","SL","Slider",151,29,88.4,2383,3.6,33.5,-0.6,-1,44,0.225,0.3,0.256,51.2,38.6,26.6,0.161,0.214,0.2,29.2
"1325","Garrett","Cleavinger",664076,"L","TB","SL","Slider",144,41.5,82.7,2637,8.8,45.2,0.1,0,44,0.146,0.293,0.175,37.1,36.4,32,0.183,0.274,0.21,40.7
"1326","Lance","McCullers Jr.",621121,"R","HOU","SI","Sinker",186,24.5,93.1,2106,13.4,26.1,-3,-6,44,0.421,0.842,0.555,6.5,2.3,4.3,0.4,0.789,0.536,40.5
"1327","Walker","Buehler",621111,"R","LAD","CU","Curveball",176,16.8,79.2,2662,11.5,57.7,2.3,4,44,0.171,0.268,0.229,30.2,22.7,18.2,0.206,0.315,0.259,35.5
"1328","Shane","Baz",669358,"R","TB","FF","4-Seamer",178,40.1,96,2429,8.9,11.8,-2.4,-4,44,0.289,0.474,0.399,16.4,13.6,15.4,0.336,0.603,0.443,50
"1329","Sean","Hjelle",663546,"R","SF","CU","Curveball",182,38.4,85.7,1879,1.4,36.5,0.3,0,44,0.186,0.279,0.253,40,45.5,29,0.172,0.273,0.203,34.8
"1330","Javier","Assad",665871,"R","CHC","FC","Cutter",186,27,88.1,2134,3.6,28.2,1.4,3,44,0.256,0.359,0.338,22.6,11.4,11.4,0.26,0.346,0.314,32.4
"1331","Freddy","Peralta",642547,"R","MIL","CU","Curveball",219,16.2,75.8,2067,5.6,51.4,2.4,5,44,0.125,0.175,0.218,38,29.5,23.2,0.13,0.159,0.195,18.5
"1332","Glenn","Otto",657248,"R","TEX","CH","Changeup",168,7.5,88.1,1681,14.3,26,-0.7,-1,44,0.214,0.452,0.28,14.3,9.1,16,0.293,0.6,0.377,40
"1333","Rowan","Wick",592858,"R","CHC","FC","Cutter",195,16.9,93.1,2241,2.5,16.9,-4.5,-9,43,0.568,0.811,0.595,20.9,11.6,15.6,0.388,0.54,0.432,33.3
"1334","Edward","Cabrera",665795,"R","MIA","SL","Slider",183,15.1,86.9,2423,4.4,33.7,0.8,1,43,0.132,0.289,0.237,42.4,39.5,23.3,0.192,0.363,0.292,42.9
"1335","Calvin","Faucher",676534,"R","TB","SI","Sinker",179,41.3,95.3,2261,10.3,12.9,-0.4,-1,43,0.257,0.343,0.365,16.2,20.9,19.6,0.294,0.561,0.426,50
"1336","Wily","Peralta",503449,"R","DET","SI","Sinker",152,21.9,95.5,1876,11.9,15.7,1,1,43,0.324,0.353,0.394,18.3,11.6,13.2,0.32,0.402,0.399,51.7
"1337","Sean","Newcomb",656794,"L","CHC","FC","Cutter",180,32.6,88.3,2634,3.5,30.4,-6.8,-12,43,0.381,0.881,0.529,20.5,16.3,16.3,0.374,0.741,0.482,51.4
"1338","Brooks","Raley",548384,"L","TB","SI","Sinker",191,22.6,90.7,2312,16.4,29.4,2.3,4,43,0.235,0.265,0.335,14.7,7,21.4,0.278,0.394,0.369,34.4
"1339","Carl","Edwards Jr.",605218,"R","WSH","CU","Curveball",229,22.6,80.2,2120,7.9,52.7,0.1,0,43,0.22,0.463,0.306,35.6,25.6,16.7,0.203,0.41,0.281,40
"1340","Brooks","Raley",548384,"L","TB","CH","Changeup",166,19.6,85.5,1901,17,36.4,1.6,3,43,0.128,0.128,0.174,29.7,25.6,16.4,0.177,0.213,0.224,14.3
"1341","Daniel","Hudson",543339,"R","LAD","FF","4-Seamer",212,52.2,97,2408,11.1,13.7,0.8,2,43,0.237,0.368,0.324,29.6,27.9,18.8,0.244,0.37,0.306,40.7
"1342","Zach","Plesac",668676,"R","CLE","CU","Curveball",223,10.4,79.3,2182,1.9,52.8,-1.3,-3,43,0.214,0.405,0.272,24.1,30.2,14.1,0.163,0.292,0.205,24.1
"1343","Kevin","Ginkel",656464,"R","AZ","SL","Slider",181,37.8,85.4,2169,1.4,41.1,0.1,0,43,0.186,0.233,0.205,44.3,41.9,26.9,0.136,0.172,0.135,28
"1344","Dennis","Santana",642701,"R","TEX","CH","Changeup",132,13.3,89.9,2069,17.2,25.7,4.6,6,43,0.128,0.205,0.162,23.2,11.6,15.2,0.211,0.335,0.256,25
"1345","Garrett","Richards",572070,"R","TEX","FF","4-Seamer",176,24.9,94.4,2310,0.5,21.9,-1.5,-3,43,0.405,0.676,0.495,16.5,7,7.1,0.352,0.739,0.496,61.8
"1346","David","Peterson",656849,"L","NYM","SI","Sinker",217,11.5,93.3,2094,16.6,22.1,-1.6,-3,43,0.306,0.5,0.379,16,9.3,16.7,0.295,0.458,0.375,44.1
"1347","Trevor","Williams",592866,"R","NYM","CH","Changeup",184,13.1,84.4,1797,13.9,33.6,-2.5,-5,43,0.308,0.385,0.333,24.2,18.6,16,0.247,0.395,0.306,28.1
"1348","Vince","Velasquez",592826,"R","CWS","CU","Curveball",214,16.6,81.5,2361,4.4,50.7,-0.6,-1,43,0.256,0.436,0.334,27.2,25.6,16.4,0.275,0.447,0.347,50
"1349","Zach","Logue",656657,"L","OAK","CU","Curveball",161,15.8,77.5,2425,10.4,42.4,-2.3,-4,43,0.268,0.61,0.38,20.3,23.3,13.7,0.226,0.453,0.311,38.7
"1350","Darren","O'Day",503285,"R","ATL","SL","Slider",184,47.8,78.2,2315,7.6,41.7,0.6,1,43,0.25,0.472,0.336,24.1,16.3,16.3,0.216,0.312,0.283,25.8
"1351","Raisel","Iglesias",628452,"R","ATL","SI","Sinker",180,18.4,94.8,2321,17,21.1,1.2,2,43,0.231,0.333,0.287,14.3,16.3,24.1,0.246,0.388,0.314,28.1
"1352","Dean","Kremer",665152,"R","BAL","SI","Sinker",170,8.7,91.7,2139,16,20.5,-1.6,-3,43,0.385,0.59,0.445,8.1,7,8.1,0.309,0.483,0.376,41.7
"1353","Clarke","Schmidt",657376,"R","NYY","FF","4-Seamer",151,16.2,94.7,2522,4.9,16.6,-1.3,-2,43,0.35,0.575,0.411,16.7,16.3,16.7,0.312,0.508,0.369,38.2
"1354","Braxton","Garrett",666129,"L","MIA","CH","Changeup",141,9.8,85.9,1637,16.9,33.5,-1.7,-2,43,0.262,0.286,0.261,23,9.3,13.8,0.263,0.357,0.278,36.8
"1355","Wily","Peralta",503449,"R","DET","FS","Splitter",144,20.7,82.6,1165,11.3,31.9,-0.6,-1,43,0.275,0.475,0.332,31.3,30.2,18.1,0.235,0.363,0.29,25.9
"1356","Louie","Varland",686973,"R","MIN","FF","4-Seamer",196,47.7,93.8,2206,9.6,15.9,0.6,1,43,0.231,0.513,0.345,17.7,23.3,16.1,0.235,0.481,0.341,44.8
"1357","Tyler","Mahle",641816,"R","MIN","FC","Cutter",272,12.9,85.5,2397,1.8,27,0.4,1,42,0.237,0.474,0.32,20.4,11.9,11.9,0.272,0.461,0.336,38.2
"1358","Pablo","López",641154,"R","MIA","CU","Curveball",234,8,80.9,2494,11,51.7,0.7,2,42,0.095,0.095,0.086,39,42.9,15.5,0.133,0.195,0.143,20.8
"1359","Zach","Logue",656657,"L","OAK","CH","Changeup",139,13.6,82,1873,15.2,40.6,-0.1,0,42,0.225,0.35,0.274,23.6,9.5,11.1,0.25,0.402,0.285,35.1
"1360","Dylan","Floro",571670,"R","MIA","CH","Changeup",130,15.1,85.2,1819,17,35.7,0.3,0,42,0.275,0.425,0.32,18.8,9.5,13.3,0.328,0.524,0.384,44.4
"1361","Josh","Winckowski",670174,"R","BOS","FF","4-Seamer",154,12.9,93.7,2201,2.8,16.2,-1.9,-3,42,0.278,0.417,0.307,16.4,16.7,10.4,0.228,0.346,0.284,37.5
"1362","Cole","Sands",663485,"R","MIN","CU","Curveball",138,22.9,78.6,2812,18.1,48.8,-2.6,-4,42,0.289,0.5,0.379,28.8,23.8,14.7,0.176,0.291,0.251,28.6
"1363","Chasen","Shreve",592741,"L","NYM","FS","Splitter",176,37.1,82.9,989,11.3,35.8,0.2,0,42,0.128,0.231,0.192,42.5,45.2,21.6,0.161,0.221,0.205,30
"1364","Austin","Davis",656354,"L","MIN","CH","Changeup",179,16,86.3,1896,15.9,29.1,-1.5,-3,42,0.3,0.35,0.307,38.5,33.3,20.6,0.218,0.266,0.238,11.5
"1365","Jorge","López",605347,"R","MIN","CU","Curveball",218,18.8,84.1,2449,9.2,50.8,2.9,6,42,0.132,0.132,0.157,27.6,28.6,24,0.183,0.221,0.216,25.9
"1366","Logan","Gilbert",669302,"R","SEA","CH","Changeup",241,8,86.2,1752,15.3,28.3,1.1,3,42,0.125,0.125,0.145,31.6,23.8,13.5,0.238,0.278,0.248,22.6
"1367","Sean","Poppen",664092,"R","AZ","SL","Slider",151,34.4,83.5,2280,15.5,40.9,0.1,0,42,0.237,0.526,0.338,23.8,21.4,17.6,0.205,0.409,0.289,33.3
"1368","Sergio","Romo",489265,"R","TOR","SL","Slider",169,50.4,77,2789,13.5,37.9,-0.5,-1,42,0.237,0.553,0.348,22.7,19,16.7,0.22,0.454,0.315,25.8
"1369","Hyun Jin","Ryu",547943,"L","TOR","CH","Changeup",94,23.8,79.6,1510,14.1,36.5,1,1,42,0.268,0.512,0.338,30,21.4,27.3,0.278,0.42,0.309,34.4
"1370","Ty","Blach",621389,"L","COL","CH","Changeup",132,19.6,80.7,1898,15.7,39.7,-3.2,-4,42,0.436,0.564,0.423,19.4,9.5,11.1,0.342,0.455,0.358,40.5
"1371","Yency","Almonte",622075,"R","LAD","SI","Sinker",158,33.9,95.8,2132,17.2,22.3,0.1,0,42,0.281,0.406,0.404,25.7,9.5,21.1,0.27,0.394,0.388,32.1
"1372","Matt","Strahm",621381,"L","BOS","CU","Curveball",129,16.9,82.7,2667,6.2,40.7,1.3,2,42,0.132,0.316,0.235,19.1,31,18.1,0.18,0.363,0.275,40
"1373","Cody","Morris",663752,"R","CLE","FF","4-Seamer",180,44.6,94.6,2500,7.2,13.4,-1.5,-3,42,0.371,0.686,0.49,24.7,14.3,11.8,0.301,0.572,0.427,44.8
"1374","Packy","Naughton",676050,"L","STL","FF","4-Seamer",196,34.9,92.8,2078,7.1,17.2,-1,-2,42,0.333,0.513,0.388,26.3,31,21.7,0.278,0.448,0.341,42.3
"1375","J.P.","Feyereisen",656420,"R","TB","FF","4-Seamer",153,44.5,92.2,2345,3.9,12.2,5.3,8,42,0.051,0.051,0.093,32.6,26.2,28.2,0.144,0.36,0.247,39.3
"1376","Vladimir","Gutierrez",661269,"R","CIN","SL","Slider",150,21.9,82.2,2490,12.8,40.6,1,2,42,0.263,0.289,0.273,27.8,26.2,22.9,0.244,0.285,0.263,17.9
"1377","Domingo","Tapia",593619,"R","OAK","SI","Sinker",157,43.3,97.4,2161,17.3,18.7,-2.6,-4,42,0.343,0.6,0.455,13.9,4.8,7.4,0.243,0.393,0.351,41.2
"1378","Michael","Pineda",501381,"R","DET","SL","Slider",157,21.5,80.7,1933,0.6,41.2,0.5,1,42,0.214,0.262,0.21,29.1,23.8,14.1,0.221,0.282,0.219,40.6
"1379","Packy","Naughton",676050,"L","STL","CH","Changeup",142,25.3,84.4,1428,14.1,32.1,-0.1,0,41,0.275,0.4,0.302,35.6,24.4,20,0.217,0.33,0.247,30
"1380","James","Norwood",656803,"R","PHI","FS","Splitter",151,40.8,90.7,1543,11.1,28.4,-0.9,-1,41,0.27,0.297,0.318,42.7,36.6,23.1,0.196,0.25,0.242,36.4
"1381","Shohei","Ohtani",660271,"R","LAA","FC","Cutter",233,8.9,90.7,2378,3.6,27.4,1.4,3,41,0.316,0.447,0.359,23.2,2.4,4.5,0.351,0.61,0.431,56.8
"1382","Alex","Young",622065,"L","SF","CU","Curveball",179,40.2,82.7,2298,4.1,38.8,1.4,2,41,0.282,0.359,0.301,42.4,26.8,18.6,0.229,0.344,0.267,35.7
"1383","Cristopher","Sánchez",650911,"L","PHI","CH","Changeup",133,20.1,84.4,1914,17,37.3,-0.1,0,41,0.184,0.289,0.24,29.8,34.1,23.3,0.19,0.33,0.258,16.7
"1384","Chris","Bassitt",605135,"R","NYM","CH","Changeup",174,6,85.4,1825,16.3,30.9,-2.5,-4,41,0.316,0.579,0.402,17.5,9.8,13.3,0.279,0.412,0.329,35.3
"1385","Darren","O'Day",503285,"R","ATL","FF","4-Seamer",168,43.6,86,2387,11.1,27.1,0.2,0,41,0.189,0.297,0.24,34.7,46.3,25.7,0.132,0.203,0.188,26.3
"1386","Jason","Foley",671345,"R","DET","SL","Slider",156,16.2,86.5,2240,4.1,35.9,-2.3,-4,41,0.3,0.4,0.316,28.6,14.6,11.5,0.291,0.438,0.325,35.3
"1387","Manny","Bañuelos",544365,"L","PIT","SL","Slider",164,22.8,85.8,2415,5.2,34,-2.2,-4,41,0.276,0.414,0.459,28.8,17.1,10.4,0.318,0.424,0.435,36.4
"1388","Domingo","Germán",593334,"R","NYY","SI","Sinker",132,12.2,92.7,2476,17.5,22.8,0,0,41,0.206,0.441,0.353,9,12.2,19.2,0.258,0.552,0.407,51.7
"1389","Jesus","Tinoco",622786,"R","TEX","SI","Sinker",153,43.7,96,2350,16.2,19.2,0.4,1,41,0.219,0.375,0.303,14.9,14.6,19.4,0.238,0.437,0.366,40.7
"1390","Scott","Effross",664123,"R","NYY","CH","Changeup",119,14.6,83,2065,14.3,48.6,5.9,7,41,0.077,0.077,0.105,28.2,24.4,24.4,0.161,0.216,0.181,23.3
"1391","Drew","Steckenrider",608716,"R","SEA","FF","4-Seamer",186,65,94.1,2300,8.2,11.6,-0.3,-1,41,0.333,0.528,0.41,20.2,14.6,11.1,0.36,0.616,0.453,46.7
