"","first_name","last_name","player_id","pitch_hand","team","pitch_type","pitch_name","pitches","pitch_usage","pitch_speed","spin_rate","pitcher_break_x","pitcher_break_z","rv100","run_value","PA","AVG","SLG","wOBA","whiff_percent","k_percent","put_away","xBA","xSLG","xwOBA","hard_hit_percent"
"1392","Kyle","Bradish",680694,"R","BAL","CH","Changeup",170,8.5,89.9,1427,12.2,24.3,0.8,1,41,0.211,0.342,0.254,22.5,22,20.5,0.241,0.348,0.287,43.3
"1393","José","Cisnero",542585,"R","DET","FF","4-Seamer",153,35.6,95.5,2456,11.2,14.5,1.1,2,41,0.179,0.25,0.349,30.6,29.3,19.7,0.208,0.278,0.367,31.3
"1394","Corey","Knebel",608349,"R","PHI","CU","Curveball",216,27.2,78.7,2832,10.3,62.5,-2.7,-6,41,0.237,0.316,0.296,31.8,24.4,14.1,0.246,0.325,0.282,21.4
"1395","George","Kirby",669923,"R","SEA","CH","Changeup",158,7.6,86.1,1472,15.3,33.4,-0.3,0,41,0.25,0.275,0.267,16.4,14.6,13.3,0.259,0.351,0.274,44.1
"1396","Thomas","Szapucki",663378,"L","SF","FF","4-Seamer",177,60.8,95.2,2148,8.6,15,-2.7,-5,41,0.343,0.886,0.534,18,19.5,16.7,0.285,0.659,0.443,55.6
"1397","Brusdar","Graterol",660813,"R","LAD","SL","Slider",129,19.1,90.5,2533,5.3,32.1,0.7,1,41,0.158,0.342,0.216,37.3,46.3,27.9,0.193,0.389,0.256,42.9
"1398","Matt","Moore",519043,"L","TEX","CH","Changeup",210,16.8,85,2020,17,29.4,2,4,40,0.111,0.139,0.169,45.7,37.5,22.4,0.143,0.254,0.224,19
"1399","Tommy","Hunter",488984,"R","NYM","FC","Cutter",161,46.1,91.3,2423,2.3,21,1.9,3,40,0.176,0.353,0.285,30.7,35,26.9,0.205,0.477,0.341,42.9
"1400","Shohei","Ohtani",660271,"R","LAA","CU","Curveball",223,8.5,77.7,2483,11.2,59.6,-0.5,-1,40,0.216,0.405,0.295,41.8,47.5,34.5,0.16,0.226,0.211,31.6
"1401","Miles","Mikolas",571945,"R","STL","CH","Changeup",125,4,82.7,1575,12,31,-1,-1,40,0.308,0.667,0.396,9.2,2.5,4.8,0.299,0.543,0.352,30.8
"1402","Jake","Reed",596082,"R","BAL","SL","Slider",135,44,81.8,2457,11.8,36.5,-6.9,-9,40,0.286,0.6,0.411,29.7,20,14,0.231,0.51,0.361,51.9
"1403","Colin","Holderman",670059,"R","PIT","SL","Slider",176,40.7,86.1,2455,7.6,32.3,1.3,2,40,0.114,0.114,0.16,41,47.5,32.8,0.089,0.146,0.159,23.5
"1404","Ryan","Yarbrough",642232,"L","TB","SI","Sinker",254,18.7,86.7,1820,14.2,25,0.3,1,40,0.281,0.406,0.379,17.7,15,10.2,0.294,0.411,0.378,44.4
"1405","Luis","Patiño",672715,"R","TB","FF","4-Seamer",171,44.1,94.6,2248,5.4,12.5,-3.2,-6,40,0.364,0.606,0.465,14.5,10,6.9,0.282,0.435,0.377,34.5
"1406","Matthew","Liberatore",669461,"L","STL","SI","Sinker",131,20.2,92.8,2038,13.1,18.8,1.6,2,40,0.25,0.321,0.341,3.8,7.5,9.4,0.257,0.395,0.378,57.1
"1407","Brad","Hand",543272,"L","PHI","SI","Sinker",162,19.8,92.4,2289,16.8,21.6,1.6,3,40,0.235,0.353,0.342,11.1,5,8,0.261,0.361,0.323,33.3
"1408","Trevor","Williams",592866,"R","NYM","SL","Slider",165,11.7,83.2,2248,5.6,37.1,-2.3,-4,40,0.237,0.526,0.338,36.4,22.5,20.5,0.246,0.418,0.307,31
"1409","Yennier","Cano",666974,"R","BAL","SI","Sinker",158,40.1,95.3,2229,18.2,26.9,-2.9,-5,40,0.4,0.733,0.501,7.7,7.5,9.7,0.32,0.519,0.421,41.4
"1410","Jake","Bird",656234,"R","COL","FC","Cutter",187,25.1,91.4,2354,0.6,24.9,-2,-4,40,0.351,0.568,0.416,24.4,22.5,18.8,0.303,0.509,0.376,39.3
"1411","Marcus","Stroman",573186,"R","CHC","FF","4-Seamer",185,8.5,92.6,2425,4.6,18.1,0.1,0,40,0.189,0.405,0.283,20,30,16.4,0.232,0.408,0.308,40
"1412","Michael","Fulmer",605242,"R","MIN","FF","4-Seamer",163,15.6,94.2,2302,4.1,15.2,-2.5,-4,40,0.281,0.5,0.405,31.9,17.5,14.9,0.263,0.41,0.373,44
"1413","Clay","Holmes",605280,"R","NYY","ST","Sweeper",129,13.1,84.9,2578,15.2,39.5,-1.5,-2,40,0.162,0.27,0.224,41.8,45,31.6,0.138,0.188,0.184,36.8
"1414","James","Kaprielian",621076,"R","OAK","SI","Sinker",122,5.5,94.4,1931,15.8,20.1,3.2,4,40,0.158,0.211,0.188,10.4,7.5,12.5,0.295,0.493,0.356,40
"1415","Logan","Gillaspie",670810,"R","BAL","FF","4-Seamer",126,48.1,95.2,2151,8.9,12.9,-1,-1,40,0.297,0.378,0.309,14.1,12.5,15.6,0.325,0.518,0.393,54.5
"1416","Daulton","Jefferies",641726,"R","OAK","FC","Cutter",125,20.5,89.6,2154,2.8,23.5,-0.8,-1,40,0.333,0.615,0.431,25,12.5,27.8,0.243,0.461,0.309,38.2
"1417","Mike","Clevinger",605182,"R","SD","CH","Changeup",187,9.7,86.3,1554,14.3,26.6,-1.9,-4,40,0.2,0.457,0.318,32.6,15,12,0.198,0.423,0.31,23.3
"1418","Kolby","Allard",663465,"L","TEX","FF","4-Seamer",159,53.2,91.1,2108,7.3,14.7,-1.2,-2,40,0.278,0.583,0.395,29.4,27.5,24.4,0.292,0.51,0.381,40
"1419","Alex","Faedo",656412,"R","DET","CH","Changeup",126,13,86.2,1945,15.8,25.8,-0.1,0,40,0.222,0.333,0.269,19.7,7.5,7.3,0.284,0.548,0.379,26.5
"1420","Erik","Swanson",657024,"R","SEA","SL","Slider",173,19.7,84.9,2311,6,31.6,-0.8,-1,40,0.359,0.538,0.396,29.5,27.5,17.7,0.274,0.371,0.291,32.1
"1421","Daulton","Jefferies",641726,"R","OAK","CH","Changeup",121,19.8,86.1,1508,15,33.1,0.9,1,40,0.263,0.316,0.278,26.8,17.5,19.4,0.261,0.311,0.273,25.8
"1422","Josh","Winckowski",670174,"R","BOS","CH","Changeup",150,12.6,90.6,1687,15.4,29.6,1.3,2,40,0.278,0.361,0.304,11.1,12.5,13.2,0.305,0.417,0.34,53.1
"1423","Robert","Gsellman",607229,"R","CHC","SI","Sinker",115,55.6,92.6,1936,17.4,27.3,-2.2,-3,40,0.333,0.59,0.4,17.2,10,16.7,0.367,0.654,0.445,54.3
"1424","Chad","Kuhl",641771,"R","COL","CH","Changeup",170,7.2,87.9,1699,13.9,29,-2.6,-4,39,0.361,0.694,0.49,22.5,7.7,11.5,0.299,0.618,0.413,39.4
"1425","Cionel","Pérez",672335,"L","BAL","SI","Sinker",143,15.9,96.5,2259,15.1,20.4,-0.3,0,39,0.314,0.343,0.322,15.4,15.4,26.1,0.225,0.262,0.237,54.8
"1426","Ryan","Brasier",518489,"R","BOS","SI","Sinker",114,11.6,96.1,2230,15.7,18.7,-6.2,-7,39,0.459,0.568,0.487,8.8,5.1,13.3,0.319,0.419,0.338,42.9
"1427","Kaleb","Ort",672391,"R","BOS","SL","Slider",176,33.3,86,2378,10.3,36.4,-2.5,-4,39,0.25,0.375,0.371,34.2,23.1,14.8,0.294,0.48,0.398,39.1
"1428","Michael","Rucker",621074,"R","CHC","CU","Curveball",157,17.2,80.6,2523,15.5,51.9,1.4,2,39,0.211,0.211,0.226,19.3,17.9,14.3,0.237,0.315,0.252,19.4
"1429","Marcus","Stroman",573186,"R","CHC","SL","Slider",111,5.1,86.4,2692,4.9,40.5,-0.5,-1,39,0.256,0.41,0.286,31,46.2,21.4,0.244,0.391,0.274,38.1
"1430","Jake","Bird",656234,"R","COL","CU","Curveball",113,15.2,81.7,2832,14.4,50,-1.5,-2,39,0.211,0.474,0.296,53.5,61.5,36.9,0.161,0.316,0.216,35.7
"1431","Taylor","Clarke",664199,"R","KC","CH","Changeup",184,21.4,89,1536,14.1,29.5,-0.9,-2,39,0.316,0.447,0.364,28.3,15.4,10.2,0.232,0.338,0.257,40.6
"1432","Jackson","Kowar",663804,"R","KC","CH","Changeup",133,42.8,85.7,2512,16.1,35.5,-3.5,-5,39,0.306,0.528,0.382,35.8,33.3,29.5,0.207,0.316,0.264,34.8
"1433","Adonis","Medina",658431,"R","NYM","SI","Sinker",125,30.2,93.5,2287,15.6,25.2,0.9,1,39,0.219,0.25,0.296,13.3,10.3,18.2,0.241,0.344,0.334,60.7
"1434","Nabil","Crismatt",622503,"R","SD","CU","Curveball",216,20.3,73.2,2227,13.4,65.2,1,2,39,0.219,0.344,0.294,27.1,17.9,15.2,0.25,0.458,0.358,35.7
"1435","Robert","Suarez",663158,"R","SD","SI","Sinker",176,22,97,2247,14,14.7,3.9,7,39,0.143,0.143,0.187,15.1,12.8,16.1,0.231,0.292,0.278,33.3
"1436","Sam","Long",669674,"L","SF","CU","Curveball",198,26.8,77,2520,2.1,62,-1,-2,39,0.211,0.368,0.281,23.1,25.6,20.8,0.254,0.376,0.282,42.9
"1437","Zack","Thompson",668868,"L","STL","CU","Curveball",180,31.3,75,2811,7.8,67.4,1.8,3,39,0.108,0.216,0.165,16.9,20.5,13.3,0.244,0.346,0.282,24.1
"1438","Steven","Matz",571927,"L","STL","CU","Curveball",170,20,78,2371,14.9,54.6,-1.7,-3,39,0.256,0.462,0.328,24.7,20.5,12.5,0.243,0.417,0.285,25.8
"1439","Yimi","García",554340,"R","TOR","SI","Sinker",146,14.1,93.8,2248,17.7,25.2,2.4,4,39,0.222,0.278,0.279,11.9,5.1,9.1,0.197,0.221,0.224,14.7
"1440","Joe","Smith",501925,"R","MIN","FF","4-Seamer",139,30.9,86,2053,17.3,32.2,-0.6,-1,39,0.2,0.429,0.313,16.9,25.6,16.1,0.226,0.489,0.325,30.8
"1441","Kyle","Gibson",502043,"R","PHI","CU","Curveball",184,6.7,79.1,2467,7.3,52.5,-5.7,-11,39,0.417,0.944,0.559,32.9,23.1,13.4,0.334,0.708,0.445,50
"1442","Aaron","Bummer",607481,"L","CWS","ST","Sweeper",124,27.1,82,2488,17.9,46,3.4,4,39,0.143,0.143,0.169,42.2,51.3,33.9,0.149,0.187,0.186,12.5
"1443","Edward","Cabrera",665795,"R","MIA","FF","4-Seamer",245,20.2,96,2289,9.8,13.8,-0.9,-2,39,0.182,0.576,0.368,22.4,20.5,13.8,0.235,0.608,0.407,40
"1444","Jacob","Barnes",606930,"R","NYY","FC","Cutter",153,42.4,89,2323,5.7,27.3,0.1,0,39,0.273,0.394,0.343,38.6,17.9,17.9,0.282,0.446,0.365,44.4
"1445","Brad","Boxberger",502202,"R","MIL","SL","Slider",245,22.5,87.3,2461,7,29.2,-0.5,-1,39,0.289,0.474,0.337,23.7,15.4,14.3,0.215,0.398,0.274,21.9
"1446","Hyun Jin","Ryu",547943,"L","TOR","FF","4-Seamer",165,41.8,89.3,1959,12.6,21.3,-1.4,-2,38,0.333,0.611,0.416,12.9,10.5,12.1,0.356,0.682,0.455,46.9
"1447","Trevor","Richards",670950,"R","TOR","CU","Curveball",214,18.4,85.1,2116,2,35.7,-3.9,-8,38,0.333,0.515,0.382,32.9,13.2,12.5,0.319,0.579,0.407,40
"1448","Charlie","Morton",450203,"R","ATL","FC","Cutter",271,9.3,88.4,2551,1.8,29.7,-0.8,-2,38,0.353,0.912,0.555,29.1,0,0,0.289,0.75,0.462,44.1
"1449","Jandel","Gustave",594311,"R","MIL","SL","Slider",170,36.5,86.2,2379,7.7,36.9,2.2,4,38,0.147,0.176,0.183,22.6,26.3,15.2,0.141,0.246,0.218,32
"1450","Ryan","Feltner",663372,"R","COL","CU","Curveball",160,9.6,77.9,2548,8.2,54.5,-2.1,-3,38,0.235,0.324,0.254,22.6,36.8,17.5,0.243,0.321,0.261,40.9
"1451","Norge","Ruiz",650204,"R","OAK","SL","Slider",139,38,86.7,2584,6.3,34.4,-4.6,-6,38,0.344,0.656,0.447,29.6,28.9,20.8,0.25,0.506,0.377,63.6
"1452","Tommy","Nance",667297,"R","MIA","SL","Slider",138,18.4,86.9,2652,2.7,39.3,-1.2,-2,38,0.222,0.333,0.264,30.6,28.9,25.6,0.253,0.356,0.289,40
"1453","Zach","Eflin",621107,"R","PHI","FC","Cutter",179,15,90,2151,0.8,22.2,-3.6,-6,38,0.375,0.688,0.471,19,15.8,17.6,0.302,0.553,0.402,44.4
"1454","Bryan","Garcia",650530,"R","DET","SI","Sinker",156,49.2,92.9,2113,11.9,16.2,0.8,1,38,0.226,0.419,0.353,16.4,23.7,21.4,0.244,0.446,0.37,50
"1455","Miguel","Castro",612434,"R","NYY","SI","Sinker",189,36.2,97.9,2126,17.4,23.3,-1.2,-2,38,0.357,0.643,0.52,16.4,2.6,6.7,0.411,0.741,0.548,48.1
"1456","Stephen","Nogosek",668665,"R","NYM","FF","4-Seamer",156,41.4,95,2279,2.7,11.7,1.7,3,38,0.156,0.25,0.258,24,31.6,23.5,0.193,0.35,0.306,45
"1457","Kyle","Wright",657140,"R","ATL","SL","Slider",195,7.2,90.1,2395,1,25.5,1.1,2,38,0.27,0.432,0.313,24.7,10.5,44.4,0.28,0.51,0.345,27.3
"1458","Eric","Stout",657770,"L","PIT","FF","4-Seamer",157,34.9,92.1,2256,9.3,17.3,-3,-5,38,0.333,0.533,0.441,25.8,18.4,13.2,0.268,0.495,0.405,43.5
"1459","Ken","Waldichuk",686610,"L","OAK","ST","Sweeper",123,21,81,2289,17.8,43.3,0.9,1,38,0.121,0.273,0.216,33.9,34.2,22,0.147,0.326,0.252,23.8
"1460","Jimmy","Lambert",669424,"R","CWS","CH","Changeup",116,14.2,85.4,1576,14.6,31.2,1.6,2,38,0.2,0.286,0.254,19.3,15.8,14.6,0.216,0.282,0.238,33.3
"1461","Griffin","Jax",643377,"R","MIN","CH","Changeup",158,13.7,89.8,1580,14.2,28.2,0.3,1,38,0.222,0.25,0.232,31.7,26.3,27.8,0.233,0.33,0.269,26.9
"1462","Carl","Edwards Jr.",605218,"R","WSH","CH","Changeup",98,9.7,90.7,1662,12.2,23.3,2.9,3,37,0.206,0.235,0.249,24.5,13.5,25,0.277,0.331,0.295,33.3
"1463","Davis","Martin",663436,"R","CWS","CH","Changeup",113,10.8,85.9,2192,14.9,28,-2.6,-3,37,0.286,0.4,0.32,16.7,10.8,13.8,0.365,0.541,0.409,38.7
"1464","Joe","Barlow",669618,"R","TEX","FF","4-Seamer",158,28.5,94.5,2330,6.2,11.6,0.2,0,37,0.233,0.5,0.362,24.3,24.3,23.1,0.229,0.597,0.392,45.5
"1465","Dylan","Bundy",605164,"R","MIN","CU","Curveball",231,10.6,72.2,2148,8.2,63.4,1.2,3,37,0.216,0.324,0.234,11.3,8.1,11.1,0.265,0.433,0.303,20.6
"1466","Jake","Woodford",663765,"R","STL","ST","Sweeper",195,28,82.1,2507,12.8,43.8,1.1,2,37,0.194,0.333,0.219,26.1,18.9,12.1,0.222,0.356,0.249,23.3
"1467","Ronald","Bolaños",671790,"R","KC","SI","Sinker",111,33.4,93.1,2200,10.8,21.3,-2,-2,37,0.321,0.357,0.399,13,2.7,7.1,0.334,0.405,0.417,44.4
"1468","Alec","Mills",621219,"R","CHC","SI","Sinker",111,36.8,88.5,2179,16.3,27.1,-1.9,-2,37,0.257,0.514,0.345,13.1,16.2,22.2,0.27,0.483,0.342,37.9
"1469","Anthony","DeSclafani",543101,"R","SF","SI","Sinker",95,28.9,92.2,2080,15.7,19.9,-3.1,-3,37,0.364,0.515,0.413,4.2,13.5,21.7,0.29,0.416,0.339,53.3
"1470","Adam","Wainwright",425794,"R","STL","CH","Changeup",189,6,82.2,1764,14.3,32.4,0.3,1,37,0.222,0.389,0.272,18.1,2.7,5.6,0.274,0.421,0.312,25.7
"1471","Max","Scherzer",453286,"R","NYM","CU","Curveball",200,9.2,75,2764,16.6,58.4,0.8,2,37,0.229,0.286,0.251,21.9,24.3,22.5,0.246,0.358,0.284,34.6
"1472","Taylor","Hearn",621368,"L","TEX","CH","Changeup",157,8.8,87.6,1778,10.5,26.1,-1.7,-3,37,0.361,0.5,0.407,18.7,5.4,6.7,0.304,0.449,0.335,41.2
"1473","Ryan","Borucki",621366,"L","SEA","SL","Slider",160,38.6,87.7,2357,2,31.7,-3.8,-6,37,0.242,0.697,0.419,42.5,43.2,27.1,0.192,0.469,0.325,41.2
"1474","Bennett","Sousa",656986,"L","CWS","FF","4-Seamer",154,42.2,94,2055,6.8,15.2,-3.7,-6,37,0.452,0.71,0.514,16.5,2.7,3.2,0.357,0.591,0.437,67.7
"1475","Aaron","Sanchez",592717,"R","MIN","FF","4-Seamer",197,19.6,92.4,2140,11.2,18.2,0.1,0,37,0.303,0.424,0.338,18.9,8.1,7.1,0.243,0.356,0.288,45.2
"1476","Connor","Brogdon",641401,"R","PHI","FC","Cutter",176,24.8,88.3,2376,3.2,23.2,1.8,3,37,0.229,0.4,0.292,34.8,21.6,29.6,0.176,0.282,0.225,22.2
"1477","Joel","Kuhnel",669270,"R","CIN","CH","Changeup",143,15.3,90.2,1483,11.6,28.6,-0.2,0,37,0.2,0.371,0.249,25.4,35.1,25,0.179,0.413,0.271,39.1
"1478","Drey","Jameson",686753,"R","AZ","FF","4-Seamer",127,34.4,95.9,2234,7.6,13.8,2.3,3,37,0.235,0.353,0.291,17.9,16.2,14,0.312,0.514,0.383,60.7
"1479","Josh","Fleming",676596,"L","TB","CH","Changeup",126,19,82.2,1691,15,41.8,-5.3,-7,37,0.324,0.529,0.466,21.9,10.8,7.1,0.284,0.502,0.367,50
"1480","Alex","Lange",656638,"R","DET","CH","Changeup",204,19.5,89.7,1699,16.5,31.4,1.4,3,37,0.118,0.147,0.143,56,35.1,22,0.139,0.189,0.19,33.3
"1481","Carlos","Estévez",608032,"R","COL","CH","Changeup",148,14.5,88.4,1660,10.6,28.4,0.9,1,37,0.206,0.324,0.266,27.1,21.6,18.2,0.245,0.429,0.321,38.5
"1482","Edwin","Uceta",670955,"R","AZ","SI","Sinker",158,54.1,93.5,2344,11.9,16.2,-2.8,-4,37,0.241,0.448,0.381,27,21.6,17.4,0.248,0.362,0.36,47.6
"1483","Keynan","Middleton",641871,"R","AZ","FF","4-Seamer",122,50.6,95.1,2363,7.5,13.2,-5,-6,37,0.294,0.824,0.477,30.2,21.6,24.2,0.293,0.655,0.425,50
"1484","Francisco","Pérez",660906,"L","WSH","FF","4-Seamer",126,61.5,93.3,2064,6.7,13.9,-1.5,-2,37,0.379,0.517,0.458,14.5,10.8,13.3,0.325,0.516,0.436,64
"1485","Miguel","Sánchez",667376,"R","MIL","CH","Changeup",110,52.1,89,1589,12.6,31.3,-1.6,-2,37,0.265,0.529,0.345,21.3,18.9,22.6,0.268,0.473,0.333,35.7
"1486","Aaron","Loup",571901,"L","LAA","CH","Changeup",121,12.5,80.3,1946,17.6,45.1,-0.3,0,37,0.2,0.257,0.276,31.4,21.6,14,0.213,0.255,0.234,14.8
"1487","Dillon","Peters",596071,"L","PIT","FF","4-Seamer",148,23.3,92.9,2305,4.8,15.1,-0.5,-1,37,0.229,0.343,0.272,17.3,16.2,12.5,0.258,0.394,0.303,34.5
"1488","Anthony","Banda",607455,"L","NYY","FF","4-Seamer",175,31.8,95.2,2126,10.9,15,-2.8,-5,37,0.452,0.71,0.514,23.3,27,16.1,0.327,0.455,0.385,31.8
"1489","Jeff","Brigham",656257,"R","MIA","FF","4-Seamer",176,42,94.5,2277,11.7,15.1,1.4,2,37,0.212,0.455,0.314,26.7,18.9,14,0.229,0.43,0.317,48.1
"1490","Garrett","Cleavinger",664076,"L","TB","FF","4-Seamer",132,38,96,2302,10.6,14,0.3,0,37,0.219,0.406,0.323,26.7,37.8,34.1,0.237,0.468,0.353,50
"1491","Garrett","Hill",682051,"R","DET","CH","Changeup",118,11.6,82.2,1368,12.7,35,-0.7,-1,36,0.182,0.364,0.319,20.4,16.7,15.4,0.276,0.541,0.375,48.1
"1492","Bruce","Zimmermann",669145,"L","BAL","SI","Sinker",114,10.1,90.5,2312,14.4,23.3,-3.4,-4,36,0.361,0.833,0.521,6.6,5.6,25,0.373,0.709,0.459,47.1
"1493","James","Norwood",656803,"R","PHI","FF","4-Seamer",180,48.6,96.6,2145,12,13.9,-2.4,-4,36,0.355,0.581,0.443,18.5,16.7,8.8,0.292,0.54,0.403,52
"1494","Sam","Hentges",656529,"L","CLE","SL","Slider",150,15.9,88,2317,3.5,33.2,1.6,2,36,0.118,0.147,0.133,35.8,38.9,22.2,0.129,0.173,0.148,14.3
"1495","Cody","Stashak",664054,"R","MIN","SL","Slider",112,49.3,82,2113,6.5,34,2.1,2,36,0.167,0.222,0.169,36.2,30.6,28.2,0.183,0.291,0.205,28
"1496","Michael","Pineda",501381,"R","DET","CH","Changeup",141,19.3,85.3,1713,15,29.1,-2.6,-4,36,0.265,0.529,0.356,24.3,13.9,11.4,0.313,0.498,0.37,27.6
"1497","Wily","Peralta",503449,"R","DET","SL","Slider",207,29.8,83.6,2257,1.8,38.6,1.9,4,36,0.118,0.206,0.194,23.9,27.8,18.5,0.156,0.298,0.224,29.2
"1498","Jose","Alvarez",501625,"L","SF","SI","Sinker",139,50.9,90.8,2026,16.4,23.6,-1.7,-2,36,0.296,0.444,0.433,6.9,8.3,10.3,0.313,0.568,0.449,40
"1499","Connor","Overton",656818,"R","CIN","SI","Sinker",102,21.7,90.7,2118,17.2,23.6,2.3,2,36,0.258,0.29,0.288,6.4,11.1,17.4,0.329,0.48,0.385,64.3
"1500","Mike","Minor",501985,"L","CIN","CU","Curveball",182,10.4,79.2,2437,7.1,55,-0.7,-1,36,0.265,0.441,0.306,21.2,30.6,18,0.218,0.39,0.269,50
"1501","Justin","Dunn",643290,"R","CIN","SL","Slider",129,23.9,83.5,2358,6.5,40.8,-0.1,0,36,0.212,0.333,0.274,32.8,19.4,12.3,0.29,0.397,0.332,34.6
"1502","Packy","Naughton",676050,"L","STL","SI","Sinker",106,18.9,92.6,2016,15.3,21.1,3.3,3,36,0.242,0.273,0.263,13,8.3,13,0.238,0.321,0.27,32.3
"1503","Dillon","Peters",596071,"L","PIT","CH","Changeup",153,24.1,84.8,1543,12.6,28.1,-2.9,-4,36,0.258,0.516,0.378,39.4,27.8,18.2,0.233,0.43,0.339,42.9
"1504","Tyler","Matzek",554431,"L","ATL","SL","Slider",165,23.1,83.2,2808,6.4,46.9,-1.1,-2,36,0.172,0.207,0.276,42.4,36.1,17.6,0.186,0.24,0.272,29.4
"1505","Anthony","Misiewicz",664948,"L","KC","CU","Curveball",156,33.5,79.2,2855,8.8,54.4,-2.9,-5,36,0.294,0.5,0.358,20.3,16.7,9.1,0.264,0.451,0.326,42.9
"1506","Jackson","Kowar",663804,"R","KC","FF","4-Seamer",145,46.6,95.8,2259,12.3,14.1,-6.2,-9,36,0.429,0.893,0.61,16.9,11.1,12.9,0.377,0.664,0.5,66.7
"1507","Javier","Assad",665871,"R","CHC","FF","4-Seamer",147,21.3,92.9,2211,6.9,15.2,-0.3,0,36,0.281,0.531,0.382,24.6,16.7,12.5,0.28,0.548,0.392,38.5
"1508","Angel","De Jesus",669804,"R","DET","SI","Sinker",106,55.2,94.3,2218,12.8,17.5,0.8,1,36,0.161,0.387,0.318,12.3,8.3,10,0.26,0.463,0.365,60.7
"1509","Yimi","García",554340,"R","TOR","SL","Slider",182,17.5,89.5,2454,2.6,26.6,-0.6,-1,36,0.241,0.379,0.332,26.5,19.4,17.5,0.253,0.455,0.363,39.1
"1510","David","Phelps",475479,"R","TOR","SI","Sinker",141,12.3,93.2,2230,15.5,18.1,2.1,3,36,0.161,0.161,0.222,11.5,25,20,0.183,0.22,0.25,22.7
"1511","Jonathan","Loáisiga",642528,"R","NYY","CH","Changeup",114,15,89.9,1943,16.9,23.3,2.1,2,36,0.086,0.114,0.129,40.3,41.7,26.3,0.152,0.203,0.17,30
"1512","Jonathan","Hernández",642546,"R","TEX","SL","Slider",185,36.2,87.3,2520,5.2,35.2,3.1,6,36,0.061,0.091,0.118,43.8,33.3,21.8,0.12,0.161,0.169,33.3
"1513","Mauricio","Llovera",661440,"R","SF","SL","Slider",170,55.6,83.7,2396,14,38.3,1.3,2,36,0.182,0.303,0.274,33.3,30.6,17.2,0.168,0.301,0.244,13.6
"1514","Martín","Pérez",527048,"L","TEX","FF","4-Seamer",237,8,92.7,2055,10.9,17.4,0.4,1,36,0.194,0.323,0.313,10.8,8.3,11.5,0.239,0.423,0.341,39.3
"1515","Tommy","Milone",543548,"L","SEA","CH","Changeup",92,38.7,79.1,1688,14.9,34.7,-1.4,-1,36,0.258,0.548,0.368,23.1,11.1,10.5,0.282,0.502,0.367,21.4
"1516","Aníbal","Sánchez",434671,"R","WSH","FF","4-Seamer",207,16.8,89.8,2064,3.8,17.2,0.1,0,36,0.219,0.438,0.349,13.7,5.6,3.3,0.304,0.64,0.433,56.7
"1517","Tyler","Alexander",641302,"L","DET","ST","Sweeper",157,9.9,77.4,2343,14.3,45.4,-0.1,0,36,0.171,0.371,0.253,17.3,13.9,8.9,0.258,0.556,0.351,38.7
"1518","JT","Chargois",608638,"R","TB","SL","Slider",128,38.3,87.3,2550,2.8,34,0.3,0,36,0.176,0.382,0.283,33.8,33.3,19,0.132,0.257,0.194,27.3
"1519","Zach","Davies",605200,"R","AZ","FC","Cutter",129,5.6,87.6,2145,4.7,22.5,-1.9,-2,36,0.25,0.438,0.338,16.3,8.3,20,0.224,0.361,0.303,17.2
"1520","Bruce","Zimmermann",669145,"L","BAL","CU","Curveball",150,13.3,81.1,2405,1.6,48.8,2.2,3,36,0.176,0.324,0.239,21.4,25,19.6,0.212,0.331,0.26,36
"1521","Yennier","Cano",666974,"R","BAL","CH","Changeup",119,30.2,90.2,1824,18.1,30.3,-2.4,-3,35,0.241,0.345,0.33,31.3,34.3,23.1,0.209,0.257,0.288,29.4
"1522","Luis L.","Ortiz",682847,"R","PIT","FF","4-Seamer",118,42.9,98.4,2369,13.3,14.5,0.8,1,35,0.074,0.111,0.273,18,25.7,23.1,0.121,0.186,0.262,33.3
"1523","Kenley","Jansen",445276,"R","ATL","SL","Slider",132,13.1,81.2,2459,4.6,47.4,-0.7,-1,35,0.206,0.382,0.289,25,25.7,17.3,0.174,0.327,0.229,24
"1524","Gabe","Speier",642100,"L","KC","SL","Slider",122,40.9,81.9,2091,4.6,43.3,2.2,3,35,0.152,0.152,0.174,23.2,22.9,21.1,0.176,0.243,0.195,34.6
"1525","Aaron","Ashby",676879,"L","MIL","CU","Curveball",239,12.7,79.7,2596,7.8,59,1,2,35,0.219,0.344,0.28,33.8,25.7,21.4,0.201,0.276,0.251,34.8
"1526","Mauricio","Llovera",661440,"R","SF","SI","Sinker",134,43.8,95.4,2110,16.1,22.3,0.7,1,35,0.258,0.419,0.337,26.2,25.7,22.5,0.187,0.333,0.279,27.3
"1527","Kervin","Castro",665645,"R","CHC","FF","4-Seamer",163,68.2,92.7,2369,3,16.2,-1.6,-3,35,0.31,0.655,0.454,20.3,2.9,2.3,0.304,0.521,0.413,42.9
"1528","Brad","Keller",641745,"R","KC","CH","Changeup",131,5.8,90.3,1618,10.1,24.7,-1.7,-2,35,0.156,0.375,0.267,17.2,11.4,11.8,0.218,0.415,0.294,41.4
"1529","Andrew","Kittredge",552640,"R","TB","SL","Slider",95,40.8,89.1,2658,6.9,31.9,2.2,2,35,0.2,0.371,0.241,45.2,34.3,32.4,0.187,0.327,0.22,39.1
"1530","Erich","Uelmen",657272,"R","CHC","FF","4-Seamer",144,31.1,93.7,2151,9.3,19.7,-1.1,-2,35,0.28,0.44,0.381,22.2,20,15.6,0.259,0.426,0.373,35
